created,title,body
2013-06-19,"UPDATE: Deutsche Bank Reiterates Hold Rating, Raises PT on LKQ Corporation Following Management Meetings","In a report published Wednesday, Deutsche Bank analyst Rod Lache reiterated a Hold rating on LKQ Corporation (NASDAQ: LKQ), and raised the price target from $22.00 to $26.00. In the report, Deutsche Bank noted, “We recently spent several days with LKQ mgmt and came away with reinforced confidence that 15%-20% annual EPS growth can be sustained over the medium-term. While the near-term outlook appears bright, and multiples have risen accordingly, we see several catalysts that could lead to additional upside for the stock over the near term. That said, we also see potential for long-term headwinds that could eventually lead investors to reassess long-term growth rates, potentially bringing multiples back down to historical averages. Maintain Hold.” LKQ Corporation closed on Tuesday at $26.39."
2013-08-06,LKQ Corporation Acquires Five UK-Based Paint Distributors ,"LKQ Corporation (Nasdaq: LKQ) today announced that it has acquired five paint distributors with a total of 26 locations throughout the United Kingdom. The acquired distributors include Bee Bee Refinishing Supplies Halstead, JCA Coatings, Milton Keynes Paint & Equipment, Premier Paints and Sinemaster Motor Factors. This acquisition furthers our commitment to expand Euro Car Parts collision parts business. With the addition of paint and an extended range of consumables to the Euro Car Parts product portfolio, we have taken another important step toward becoming the leading one-stop shop supplier to the collision repair industry in the UK market, stated Robert L. Wagman, President and Chief Executive Officer of LKQ Corporation. Terms of the transaction were not disclosed."
2013-08-13,"LKQ Corporation Mourns the Death of Board Member, Kevin F. Flynn","LKQ Corporation (Nasdaq: LKQ) announced that Kevin F. Flynn, a member of the LKQ Board of Directors, passed away on August 12, 2013. Mr. Flynn was instrumental in the initial formation of LKQ, facilitated a number of acquisitions and financings, and served on the Board for more than nine years. We are shocked and deeply saddened by the sudden death of our colleague, said Robert L. Wagman, President and Chief Executive Officer of LKQ. Kevin was a valued member of the Board of Directors and he will be sorely missed. Joseph Holsten, Chairman of the Board of Directors, added, Kevin's death is a tragedy for his family and a great loss to our company. I greatly appreciated his wisdom and counsel on company matters. Our thoughts and prayers are with his family and friends. About LKQ Corporation LKQ Corporation (www.lkqcorp.com) is the largest nationwide provider of alternative collision replacement parts and a leading provider of recycled engines and transmissions and remanufactured engines, all in connection with the repair of automobiles and other vehicles. LKQ also has operations in the United Kingdom, the Benelux, France, Canada, Mexico and Central America. LKQ operates more than 500 facilities, offering its customers a broad range of replacement systems, components and parts to repair automobiles and light, medium and heavy-duty trucks."
2013-08-20,LKQ Announces Joint Venture With Suncorp Group ,LKQ Corporation (NASDAQ: LKQ) today announced it formed a joint venture with Suncorp Group to develop an alternative auto parts business in Australia and New Zealand. Suncorp Group is Australia's largest insurer (measured by premiums) and New Zealand's second largest general insurance company. LKQ will supply aftermarket parts to the joint venture and will contribute its experience to help establish automotive parts recycling operations. Suncorp will supply salvage vehicles to the joint venture and help establish relationships with repair shops as customers. The joint venture is expected to bring significant benefits to consumers in Australia and New Zealand through the introduction of high quality parts alternatives to repair vehicles which have been involved in collisions. See full press release
2013-12-05,LKQ to Acquire Keystone Automotive Operations for $450M,"LKQ Corporation (Nasdaq: LKQ) announced that it has signed a definitive agreement to acquire Keystone Automotive Operations, Inc. (Keystone), a leading distributor and marketer of specialty aftermarket equipment and accessories in North America, for $450 million. The transaction is expected to be completed in the first quarter of 2014 and is subject to customary closing conditions and necessary regulatory approvals. Established in 1971, Keystone has over 1,500 employees with 25 locations serving more than 20,000 specialty retailers and equipment installers throughout North America, offering a broad product line of over 300,000 SKUs from over 800 suppliers. Keystone markets products to serve the following six category segments: truck and off-road; speed and performance; recreational vehicle; towing; wheels, tires and performance handling; and miscellaneous accessories. LKQ will become a leading player in the specialty aftermarket equipment and accessories business with this acquisition, stated Robert L. Wagman, President and Chief Executive Officer of LKQ Corporation. In addition, our addressable market opportunity in North America will be significantly expanded. The entire specialty aftermarket equipment and accessories industry is a highly fragmented $31 billion market, and Keystone's current product categories represent about $5 billion of the industry. LKQ expects the transaction See full press release"
2014-01-20,"LKQ Confirms Chrysler Lawsuit, Says it's Without Merit ","LKQ Corporation (Nasdaq: LKQ) confirmed that a complaint has been filed against it by Chrysler Group (NYSE: CGC) in the U.S. District Court in the Eastern District of Michigan. The lawsuit contends that certain aftermarket parts we sell infringe Chrysler design patents relating to the Dodge Ram pickup truck. We believe that the lawsuit is without merit and will defend it vigorously. Moreover, the parts we sell that allegedly relate to these design patents represent an immaterial amount of our revenue. They represent less than one-tenth of one percent (0.001) of our estimated 2013 total revenue and less than one-half of one-tenth of one percent (0.0005) of our estimated total revenue for all the years since the first patent was granted (2009 through 2013). See full press release"
2014-03-10,Can LKQ (LKQ) Stock Continue to Grow Earnings? - Tale of the Tape,"Growth stocks can be some of the most exciting picks in the market, as these high-flyers can captivate investors' attention, and produce big gains as well. However, these can also lead on the downside when the growth story is over, so it is important to find companies which are still seeing strong growth prospects in their businesses. One such company that might be well-positioned for future earnings growth is LKQ Corp. (NASDAQ: LKQ). This firm, which is in the Auto/Truck Replacement industry saw EPS growth of 26.2% last year, and is looking great for this year too. In fact, the current growth estimate for this year calls for earnings-per-share growth of 29.4%. Furthermore, the long-term growth rate is currently an impressive 21.2%, suggesting pretty good prospects for the long haul. And if this wasn't enough, the stock has actually seen estimates rise over the past month for the current fiscal year by about 1.3%. Thanks to this rise in earnings estimates, LKQ has a Zacks Rank #2 (Buy) which further underscores the potential for outperformance in this company. So if you are looking for a fast growing stock that is still seeing plenty of opportunities on the horizon, make sure to consider LKQ. Not only does it have double digit earnings growth prospect, but its impressive Zacks Rank suggests that analysts believe better days are ahead for LKQ as well. Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report >> LKQ CORP (NASDAQ: LKQ): Free Stock Analysis Report To read this article on Zacks.com click here. Zacks Investment Research"
2014-03-13,Updated Report on Genuine Parts - Analyst Blog,"On Mar 12, 2014, we issued an updated research report on Genuine Parts Company (NYSE: GPC). The company has positive factors like improving earnings, rising cash flow, benefits from acquisitions and efficient capital deployment. However, headwinds include sluggish demand in the Industrial and Office Products segments, rising competition and uncertainty in the macro environment. Genuine Parts Company's earnings per share increased 4.3% year over year to 97 cents in the fourth quarter of 2013 from 93 cents reported in the year-ago quarter (including a one-time pension gain of 10 cents per share). Earnings surpassed the Zacks Consensus Estimate of 92 cents per share. Revenues in the quarter grew 12.8% to $3.5 billion, in line with the Zacks Consensus Estimate. The year-over-year improvement in revenues can be attributed to benefits from acquisitions, partially offset by headwinds from currency translations. Genuine Parts has undertaken various initiatives to boost sales and earnings, such as, product line expansion, penetration into new markets and cost-saving activities. The company relies on a diverse product portfolio for top- and bottom-line growth. However, weak customer demand in the equipment and machinery business offset the growth in food products, automotive, pulp and paper as well as lumber and wood products businesses in the Industrial segment. Demand in the Office Products segment fell in 2013 due to high unemployment and increasing digitization of offices, which reduced demand for paper-based office products. Genuine Parts reported positive earnings surprises in two of the trailing four quarters with an average beat of 1.61%. The Zacks Consensus estimate for the company's 2014 earnings is $4.57 per share, up 3.78% over 2013. Genuine Parts Company is a prominent player in the automotive replacement parts industry with a Zacks Rank #3 (Hold). Some better-ranked stocks worth considering in the automotive replacement industry are Remy International, Inc. (REMY), Motorcar Parts of America Inc. (NASDAQ: MPAA) and LKQ Corp. (NASDAQ: LKQ). Remy and Motorcar Parts sport a Zacks Rank #1 (Strong Buy) while LKQ carries a Zacks Rank #2 (Buy). GENUINE PARTS (NYSE: GPC): Free Stock Analysis Report LKQ CORP (NASDAQ: LKQ): Free Stock Analysis Report MOTORCAR PARTS (NASDAQ: MPAA): Free Stock Analysis Report REMY INTL INC (REMY): Get Free Report To read this article on Zacks.com click here. Zacks Investment Research"
2014-06-30,"LKQ Corp., Chrysler Report Patent License Deal","LKQ Corporation (Nasdaq: LKQ) and Chrysler Group LLC (Chrysler) entered into a Patent License Agreement whereby LKQ has been granted a license under certain Chrysler design patents in connection with LKQ's distribution and sale of aftermarket collision parts in the United States. As part of the agreement, Chrysler will dismiss the complaint it filed in January 2014 against LKQ alleging that the distribution of certain aftermarket parts by LKQ infringed Chrysler's design patents relating to its Dodge Ram pickup truck. As a result, an amicable resolution of this matter has been reached. Further details about the agreement and its terms and conditions are confidential."
2015-02-26,US Stock Futures Edge Higher Ahead Of Economic Data,"Pre-open movers US stock futures traded slightly higher in early pre-market trade. Data on Durable goods orders for January, weekly jobless claims and the consumer price index for January will be released at 8:30 a.m. ET. The FHFA house price index for December will be released at 9:00 a.m. ET, while The Kansas City Fed manufacturing index for February will be released at 11:00 a.m. ET. Futures for the Dow Jones Industrial Average surged 13 points to 18,207.00, while the Standard & Poor's 500 index futures rose 2.30 points to 2,112.50. Futures for the Nasdaq 100 index climbed 6 points to 4,442.75. A Peek Into Global Markets European markets were mostly higher today, with the Spanish Ibex Index rising 0.40%, STOXX Europe 600 Index surging 0.36% and German DAX 30 index gaining 0.33%. French CAC 40 Index rose 0.09% and London's FTSE 100 Index fell 0.01%. In Asian markets, Japan's Nikkei Stock Average rose 1.08%, Hong Kong's Hang Seng Index gained 0.50%, China's Shanghai Composite Index climbed 2.15% and India's BSE Sensex slipped 0.90%. Broker Recommendation Analysts at Morgan Stanley downgraded Abercrombie & Fitch Co. (NYSE: ANF) from Equal-weight to Underweight and lowered the price target from $28.00 to $18.00. Abercrombie & Fitch shares fell 3.12% to close at $24.86 yesterday. Breaking news Cipher Pharmaceuticals (NASDAQ: CPHR) today announced it has strengthened its product pipeline by acquiring the worldwide rights to three products from Astion Pharma, a Denmark-based specialty pharmaceutical company. To read the full news, click here. Sangamo BioSciences (NASDAQ: SGMO) announced the presentation of new clinical data from its Phase 1/2 clinical trial (SB-728-1101). To read the full news, click here. LKQ Corporation (NASDAQ: LKQ) today announced that John S. Quinn, Executive Vice President and Chief Financial Officer of LKQ, is moving to the position of LKQ's Chief Executive Officer and Managing Director of European Operations. To read the full news, click here. Shares of Mobileye N.V. (NYSE: MBLY) climbed over 6% in pre-market trading after the company reported stronger-than-expected results for the fourth quarter. To read the full news, click here."
2015-02-26,Morning Market Losers,"CollabRx, Inc. (NASDAQ: CLRX) shares tumbled 29.30% to $1.58 after the company priced a 2.362 million share offering at $1.27 per share. Walter Investment Management Corp. (NYSE: WAC) shares dipped 17.40% to $18.71. Walter Investment Management reported a Q3 loss of $1.17 per share. Boulder Brands, Inc. (NASDAQ: BDBD) shares fell 15.68% to $9.68. Boulder Brands reported Q4 earnings of $0.05 per share on sales of $128.6 million. The company expected FY earnings of $0.25 to $0.29 per share on revenue of $500 million to $560 million. LKQ Corp. (NYSE: LKQ) slipped 14.18% to $23.90 after the company reported downbeat Q4 earnings and appointed John Quinn as CEO of European operations. IntraLinks Holdings, Inc. (NYSE: IL) shares declined 14.30% to $10.49. IntraLinks Holdings reported a Q4 loss of $0.20 per share on revenue of $67.4 million. Ballard Power Systems Inc. (NASDAQ: BLDP) shares dipped 13.50% to $2.37 after the company posted downbeat Q4 results and issued a 2015 outlook. Inteliquent, Inc. (NASDAQ: IQNT) shares fell 13.35% to $15.25. Inteliquent reported Q4 earnings of $0.30 per share on revenue of $55.4 million. TASER International Inc.(NASDAQ: TASR) shares declined 12.54% to $23.66 after the company reported downbeat Q4 earnings. Higher One Holdings, Inc. (NYSE: ONE) fell 12.31% to $3.33 after the company reported weaker-than-expected Q4 results. Nationstar Mortgage Holdings Inc. (NYSE: NSM) dropped 10.23% to $28.09 on downbeat quarterly results. Newfield Exploration Co. (NYSE: NFX) slipped 7% to $33.48 after the company announced the commencement of a registered underwritten public offering of 18 million shares of its common stock. Noble Energy, Inc. (NYSE: NBL) shares slipped 4.10% to $47.77 after the company priced a 21 million share common stock offering at $47.50 per share. L Brands, Inc. (NYSE: LB) shares dropped 1.09% to $91.46. L Brands reported better-than-expected earnings for the fourth quarter. However, the company issued a weak earnings outlook."
2015-02-26,Stocks Hitting 52-Week Lows,"Koppers Holdings Inc. (NYSE: KOP) shares touched a new 52-week low of $16.44 after the company reported downbeat Q4 results and suspended dividend. Jones Energy, Inc. (NYSE: JONE) shares fell 4.08% to reach a new 52-week low of $8.70. Jones Energy is expected to release its Q4 financial and operational results on March 4, 2015. LKQ Corp. (NASDAQ: LKQ) shares touched a new 52-week low of $23.62 after the company reported downbeat Q4 earnings and appointed John Quinn as CEO of European operations. Federal-Mogul Holdings Corporation (NASDAQ: FDML) shares reached a new 52-week low of $12.92. Federal-Mogul shares have dropped 29.54% over the past 52 weeks, while the S&P 500 index has gained 14% in the same period."
2015-05-21,Top 4 Mid-Cap Stocks In The Auto Parts Industry With The Highest EPS Growth Forecast For Next 5 Years,Below are the top mid-cap auto parts stocks on the NYSE and the NASDAQ in terms of EPS growth forecast for the next five years. LKQ Corporation (NASDAQ: LKQ) earnings per share growth forecast for the next five years is 25.00 percent. LKQ's PEG ratio is 0.90. Visteon Corp (NYSE: VC) EPS growth forecast for the next five years is 22.50 percent. Visteon's trailing-twelve-month gross margin is 10.60 percent. WABCO Holdings Inc. (NYSE: WBC) EPS growth forecast for the next five years is 20.00 percent. WABCO's trailing-twelve-month ROE is 31.30 percent. Lear Corporation (NYSE: LEA) earnings per share growth forecast for the next five years is 17.33 percent. Lear's trailing-twelve-month revenue is $17.89 billion.
2015-07-09,"LKQ Corporation to Acquire The Coast Distribution System, $5.50/Share In Cash","LKQ Corporation (Nasdaq: LKQ) and The Coast Distribution System, Inc. (NYSE MKT: CRV) today announced that they have signed a definitive agreement for LKQ to acquire Coast for $5.50 per share in cash. Coast is a leading distributor of replacement parts, supplies and accessories for recreational vehicles (RVs) primarily to retail parts and supplies stores, service and repair establishments, and new and used RV dealers in North America. Under the terms of the definitive agreement, a subsidiary of LKQ will commence a tender offer to acquire all outstanding shares of Coast's common stock for $5.50 per share in cash. The tender offer is required to be commenced within 10 business days and to remain open for at least 20 business days after launch. The consummation of the tender offer is subject to satisfaction of customary conditions, including that the holders of at least a majority of Coast's outstanding shares accept the offer. Any shares not tendered in the offer will be acquired, following consummation of the tender offer, in a second step merger at the same cash price as in the tender offer. The acquisition is currently expected to close in the third quarter of 2015. Coast's Board of Directors has unanimously recommended that Coast stockholders accept the offer and tender their shares. Total cash consideration payable for Coast's outstanding shares is approximately $29 million. As of June 30, 2015 Coast had $19.5 million outstanding under its long-term revolving bank line of credit. The combination of Coast with our Specialty segment and RV business presents tremendous distribution and logistics synergies with our existing network, and expands our RV business with the addition of unique product offerings and brands, stated Robert L. Wagman, President and Chief Executive Officer of LKQ Corporation. Robert W. Baird & Co. Incorporated and Duff & Phelps, LLC are acting as financial advisors to The Coast Distribution System, Inc. in this transaction."
2015-08-19,A Used-Car Portfolio To Profit From A Sluggish Economy,"Motif Investing constantly looks for “trends, ideas and world events that could create an investment opportunity,” and then picks 10 to 30 related stocks to build portfolios around, weighing them based on their exposure to the coinciding idea, event or trend. One of the motifs that has been delivering a strong performance, both over the past month and past year, is the Used Car Tune-up portfolio, which provides exposure to companies that profit from increased use of old cars. Below is a closer look at this motif, which has returned 31.3 percent over the past year and 6 percent in the past month, comfortably outperforming the S&P 500. Source: MotifInvesting Making Do With More Mileage The people behind this motif explain why they thought of it. According to the site, the recession led to reduced consumer spending and made credit harder to obtain. Consequently, new-car sales fell, boosting the average age of cars in the U.S. The figure hit a record 11.4 years in 2012. Related Link: America Wants More Organic Products Than Anyone Else: Here's How To Play It As a result of this trend, “spending on car maintenance increased, and that helped companies that serve the aftermarket for replacement parts and services,” the site expounds. “Additionally, more consumers started fishing for deals on used cars. That increased sales of pre-owned vehicles by 4.4 percent from 2011 to 2012, while the average price of a used car (up to eight years old) increased 1.2 percent. All of which revs the engines of car dealers, who earn higher margins on used car sales vs. new cars.” Allocation So, without further ado, let’s look into the asset allocation of this motif. 65.4 percent of assets are allocated to auto parts retailers stocks 13.9 percent to diversified auto parts stocks – mainly producers 13.5 percent to car dealers 7.1 percent to tires manufacturers The top stock picks in terms of allocation are: AutoZone, Inc. (NYSE: AZO): 21.1 percent O'Reilly Automotive Inc (NASDAQ: ORLY): 17.5 percent Advance Auto Parts, Inc. (NYSE: AAP): 10.5 percent Monro Muffler Brake Inc (NASDAQ: MNRO): 9.6 percent Genuine Parts Company (NYSE: GPC): 9.3 percent CarMax, Inc (NYSE: KMX): 5.5 percent LKQ Corporation (NASDAQ: LKQ): 5.1 percent Cooper Tire & Rubber Co (NYSE: CTB): 4.0 percent Goodyear Tire & Rubber Co (NASDAQ: GT): 3.1 percent Dorman Products Inc. (NASDAQ: DORM): 2.7 percent Copart, Inc. (NASDAQ: CPRT): 2.3 percent Image Credit: Public Domain"
2015-12-22,LKQ to Acquire Rhiag-Inter Auto Parts Italia S.p.A. for Enterprise Value of €1.04B,"LKQ Corporation (Nasdaq: LKQ) announced that it has signed a definitive agreement to acquire the holding company of Rhiag-Inter Auto Parts Italia S.p.A (Rhiag), a leading pan-European business-to-business distributor of aftermarket spare parts for passenger cars and commercial vehicles, for an enterprise value of €1.04 billion. Rhiag has operations in Italy, Czech Republic, Switzerland, Hungary, Romania, Ukraine, Bulgaria, Slovakia, Poland and Spain. Rhiag operates through 247 distribution centers and 10 warehouses, and serves more than 100,000 professional clients. The transaction is expected to be completed early in the second quarter of 2016 and is subject to customary closing conditions and necessary regulatory approvals. Rhiag expands our addressable market with the addition of 10 new countries to our European footprint, stated Robert L. Wagman, President and Chief Executive Officer of LKQ Corporation. Rhiag has a strong market position in Italy and the Czech Republic and experienced management teams in their respective markets. Clearly this acquisition will accelerate our strategy of creating a Pan-European aftermarket mechanical parts distribution business in this highly-fragmented €188 billion wholesale DIFM market. Luca Zacchetti, Rhiag Group CEO, commented: I believe that, combined with LKQ, Rhiag Group will be in an even stronger position to deliver its superior service level to customers across Europe. I am committed to pursuing our existing strategic goal of profitable market share growth. Rhiag`s revenue for the twelve months ended September 30, 2015 was approximately €882 million, and LKQ expects the transaction to be accretive to its earnings in 2016. These projected results exclude restructuring and acquisition related expenses. The Company intends to initially finance the acquisition with borrowings on its revolving credit facility and the assumption of Rhiag`s indebtedness. As of September 30, 2015, the Company had approximately $1.3 billion of available borrowing capacity on its credit facility. LKQ Corporation Board member and Euro Car Parts Chairman Sukhpal Singh Ahluwalia added I have long admired Rhiag`s impressive track record of growth and strong distribution network. We have numerous common suppliers, and I have worked closely with many of them for more than 30 years. I am confident that together with Rhiag we will make our supplier relationships even stronger. LKQ and Rhiag share a commitment to serve our customers and a desire to expand into new markets. I look forward to welcoming the Rhiag team to the LKQ Europe family in a few months. Rhiag is an example of a high quality, market-leading distributor, said Frank Ehmer of Apax Partners LLP. I would like to thank Luca Zacchetti and the management team for delivering outstanding results across the business during our stewardship of the firm. The team achieved success on a number of organic growth initiatives as well as successfully executed on an M&A strategy. We believe the company is well-positioned to achieve success under LKQ ownership. BofA Merrill Lynch acted as exclusive financial advisor to LKQ Corporation in connection with this transaction. JP Morgan and UBS acted as financial advisors to Apax Partners and Rhiag Group."
2015-12-22,"LKQ Corp Acquires Italy's Rhiag Auto Parts For Over $1 Billion, Shares Spike Higher","Shares of LKQ Corporation (NASDAQ: LKQ), a distributor of vehicle products, spiked higher by more than 3 percent early Tuesday morning and were trading $28.21 after the company announced it will acquire the holding company of Rhiag-Inter Auto Parts Italia (Rhiag) for 1.04 billion euros ($1.14 billion). Rhiag operates through 247 distribution centers and 10 warehouses across Europe and serves more than 100,000 professional clients. The transaction is expected to close early in the second quarter of 2016. LKQ said that it expects the transaction to be accretive to its earnings in 2016. Rhiag expands our addressable market with the addition of 10 new countries to our European footprint, stated Robert L. Wagman, President and Chief Executive Officer of LKQ Corporation. Rhiag has a strong market position in Italy and the Czech Republic and experienced management teams in their respective markets."
