created,title,body
2019-02-21,Spike In Miners ETF Volume Matched By Leveraged Peers,"The VanEck Vectors Gold Miners ETF (NYSE:GDX), the largest gold miners exchange traded fund listed in the U.S. saw major volume spike Wednesday following a huge uptick in turnover on Tuesday. Some of the leveraged gold miners ETFs also saw big jumps in turnover. What Happened On Wednesday, 62 million shares changed hands in GDX, well above the ETF's average daily volume of 49 million. GDX “saw trading volume spike to its highest in two months Tuesday,” reports Bloomberg. “About 90 million shares worth over $2 billion exchanged hands, double the fund’s usual volume and more than any other U.S. ETF that day. GDX is the largest materials ETF and tracks corporations that are primarily involved in mining gold and silver.” Why It's Important GDX is up 9.72 percent this year and those good vibes are being felt by the Direxion Daily Gold Miners Index Bull 3X Shares (NYSE:NUGT). NUGT, one of the most heavily traded leveraged ETFs, attempts to deliver triple the daily returns of the NYSE Arca Gold Miners Index (GDMNTR), the same index GDX follows. On Wednesday, 16.21 million shares changed hands in NUGT compared with average daily volume of 9.57 million shares. As Bloomberg notes, some precious metals ETFs have been shedding assets this month and some of the increased volume in GDX could be a case of selling. GDX has seen year-to-date outflows of just over $551 million. What's Next While investors have been trimming exposure to GDX, data confirm some traders are piling into the leveraged NUGT. For the five days ended Tuesday, Feb. 19th, NUGT saw inflows of $40.30 million, by far the largest inflows of any leveraged Direxion ETF during that period, according to issuer data. On Tuesday, Feb, 19th, NUGT added $9.84 million in new assets, a total surpassed by just two other Direxion ETFs on that day. Related Links A Better EM ETF A Unique Junk Bond ETF"
2019-02-24,Merger Mania Could Be Golden For Miner ETFs,"The gold mining industry could be altered by more consolidation — a development that could alter the landscape for relevant gold miners exchange traded funds. News broke Friday that Barrick Gold Corp. (NYSE:GOLD) is considering merging with rival Nemont Mining Corp. (NYSE:NEM), a move that would create the world's largest gold miner. What Happened As of Friday, Feb. 22, Barrick and Newmont combined for 19.46 percent of the VanEck Vectors Gold Miners ETF (NYSE:GDX), the largest gold miners ETF. Barrick, the world's second-largest gold miner, recently acquired Randgold Resources. The company is considering a $19-billion deal for Newmont, according to some media reports. “A deal between the two world's largest bullion miners would create a mega-gold corporation, with assets in almost every continent, including Australia, Africa, the U.S. and Latin America,” reports Mining.com. Why It's Important Newmont is working on a deal to acquire Goldcorp Inc. (NYSE:GG), GDX's seventh-largest holding at a weight of 4.76 percent. If that deal is scuttled, Barrick would have to pay a $650-million breakup fee, according to Mining.com. Newmont's $10 billion for Goldcorp, which was announced last month, would create the world's largest gold miner in terms of market value and production. Pan American Silver Corp. (NASDAQ:PAAS), a smaller GDX holding, is acquiring Tahoe Resources Inc. (NYSE:TAHO) for nearly $1.1 billion. Barrick's move to acquire Randgold Resources, which was announced in September, is seen as the deal that kickstarted much-needed industry consolidation. If Barrick and Newmont come together, Goldcorp could be left without a partner, and smaller players in GDX's lineup — such as Anglogold Ashanti Ltd. (NYSE:AU) and Kinross Gold Corp. (NYSE:KGC) — could become takeover targets as well. What's Next Gold miners have worked to improve balance sheets, reducing debt following some ill-timed acquisitions at the height of the commodities cycle. Improving balance sheets, coupled with the need to bolster reserves because most of the world's easy-to-access bullion has already been mined, could spur increased industry consolidation. GDX and other gold miner ETFs have made habits of lagging broader equity benchmarks during the recent bull market in domestic stocks. From 2013 through 2018, 2016 was the only year in which GDX beat the S&P 500. Related Links: A Kraft Killer For This ETF Sneaker Plays With These ETFs"
2019-03-27,"Eli Lilly, EOG, McDonald's, Gold Miners ETF: 'Fast Money' Picks For March 27","On CNBC's Fast Money Final Trade, Tim Seymour recommended a long position in EOG Resources Inc (NYSE:EOG). Brian Kelly likes VanEck Vectors Gold Miners ETF (NYSE:GDX). Steve Grasso said that McDonald's Corporation (NYSE:MCD) could trade to $200 or $210 if it breaks above its current technical resistance. Guy Adami is a buyer of Eli Lilly and Company (NYSE:LLY)."
2019-06-05,"Najarian Brothers See Unusual Options Activity In Gold, Pan American Silver And More","On CNBC's Fast Money Halftime Report, Jon Najarian spoke about VanEck Vectors Gold Miners ETF (NYSE:GDX). He noticed that almost 30,000 contracts of the July 24 calls were traded on Wednesday. He bought calls in the name and he is planning to hold the position for several weeks. Jon Najarian also noticed call options buying in ProShares UltraPro Short QQQ (NASDAQ:SQQQ). Traders were buying the July 55 calls. Najarian explained that this is a bearish bet because SQQQ is the short ETF and he thinks the trade might be a protection. See Also: A Look At Some Unusually Large Options Trades In Dropbox Pete Najarian spoke about Dropbox Inc (NASDAQ:DBX). Over 20,000 contracts of the July 23 calls were bought on Wednesday. He followed the trade and he is going to hold these calls for at least a month. Options trading were also buying the July 12 calls in Pan American Silver Corp. (NASDAQ:PAAS), said Pete Najarian. He bought these calls as well. Learn from Jon Najarian and other traders in person at the Benzinga Global Trading & Investing Summit June 20 in New York City!"
2019-06-07,Todd Gordon And John Petrides Share Their View On Gold,"On CNBC's Trading Nation, Todd Gordon of TradingAnalysis.com said he is looking to add to his long gold position. He thinks gold is trading at major resistance and if it manages to break above it, it could continue higher to its multi-year highs. John Petrides thinks it's a good idea to have gold in your portfolio, but he would rather own VanEck Vectors Gold Miners ETF (NYSE:GDX) than SPDR Gold Trust (NYSE:GLD). He believes gold should take 2.5 to 3 percent of a portfolio."
2019-06-25,"'Fast Money' Traders Talk Gold, Defensive Stocks And More","On CNBC’s “Fast Money” on Monday, Guy Adami said gold mining stocks like SPDR Gold Trust (NYSE:GLD) and VanEck Vectors Gold Miners ETF (NYSE:GDX) are breaking out to the upside and continue to have room to run. Tim Seymour added that typical risk-aversion stocks like McDonald's Corp (NYSE:MCD), Coca-Cola Co (NYSE:KO), PepsiCo, Inc. (NASDAQ:PEP) and Starbucks Corporation (NASDAQ:SBUX) are defensive stocks that are likely going higher and that valuations don't matter. Dan Nathan said with gold and defensive stocks moving higher, the warning signs are screaming in silence and said if the market is going to breakout to meaningful highs, Microsoft Corporation (NASDAQ:MSFT), Amazon.com, Inc. (NASDAQ:AMZN) and Alphabet Inc (NASDAQ:GOOG) will have to get back to prior highs. Brian Kelly said there are signs of weakening and is cautious because we have had such a run. He doesn't have a lot of equity exposure at this time. Adami said if the market were as strong as everyone wants it to be, the iShares Russell 2000 Index (NYSE:IWM) should be higher. Related Links: 7 Stocks To Watch For June 25, 2019 As Anticipation Firms For Trump/Xi Meeting, Focus Is On Earnings, Iran Tensions"
2019-07-18,"'Fast Money' Final Trades From July 17: Abbott Labs, Gold And More","Mark Tepper said on Wednesday's Final Trades segment he is a buyer of Abbott Laboratories (NYSE:ABT) Brian Kelly says to buy iShares Barclays 20+ Yr. Treas.Bond (NASDAQ:TLT) as a protection against a weaker-than-expected earnings this season. Karen Finerman says to stay long SPDR S&P 500 ETF Trust (NYSE:SPY) puts. Steve Grasso says the Fed is dovish and bitcoin is having a little trouble, recommending to buy VanEck Vectors Gold Miner ETF (NYSE:GDX). Related Links: 'Halftime Report' Final Trades From July 16: American Airlines, JetBlue And More 'Fast Money' Traders Talk Retail: Costco, Target And More"
2019-08-29,Gold's Rally Has Miners ETFs Strutting Their Bull Market Stuff,"Gold's recent rally is providing predictable benefits to some other popular exchange traded funds, those being miners products, including the VanEck Vectors Gold Miners ETF (NYSE:GDX). What Happened Bullion is being bolstered by global central banks on multiple fronts. Not only are central banks, in both developed and emerging markets, seemingly racing to lower interest rates, many of those banks are also gobbling up gold. The SPDR Gold Shares (NYSE:GLD), the world's largest ETF backed by physical holdings of gold, is indeed in a bull market and that status is important. “Bull markets can be classified as either secular (long term) or cyclical (bull phases within an overall bear market),” said VanEck in a recent note. “Before its $1,400 per ounce breakout in June, gold appeared to be tracking, on a technical basis, similar to its 36-month cyclical bull market from 1993 to 1996. However, its current $1,500 price level hints at a potentially longer, sustained rally—perhaps more similar to the secular gold bull market of 2001 to 2008.” Why It's Important Not all gold rallies are met with corresponding upside by ETFs like GDX, but this time is proving different because miners have worked through balance sheet issues that plagued the group several years ago and have diligently reined in costs. Those catalysts along with some valuations that still reside on the more attractive side of the ledger powering GDX and rival ETFs higher. Over the past 90 days, GLD is higher by 19.3%, but GDX is outperforming the bullion-backed fund by a margin of roughly 2.5-to-1 over that span, indicating that if this gold bull market is potentially long-lasting, GDX's year-to-date gain of 44.7% could be the start, rather than the end of something. “Gold stocks, on average, have historically outperformed gold during gold bull market cycles in the past—including through both cyclical and secular periods,” according to VanEck. “This typically occurs because of their optionality to gold through earnings and resource leverage.” What's Next As for what's next for the miners, the aforementioned moves to shore up balance sheets by paring leverage could bode well for the group's fortunes should gold remain in bull market. “For senior or mid-tier miners, these efforts could translate to nearly 60% increases in free cash flow, on average, for a gold price move from $1,400 to $1,600,” said VanEck. “We believe that this makes a compelling case for gold stocks at the moment and, in particular, given their attractive valuation on both an absolute and relative basis.” Related Links: A Virtuous Bond ETF Inside High Dividend ETFs"
2019-09-12,"'Fast Money' Traders Advise Their Viewers On Mastercard, Caterpillar And More","Joe Terranova said on CNBC's Fast Money Halftime Report he has a long position in Mastercard Inc (NYSE:MA) and he would stay with it. He sees it as a global payments leader, a great story and a great capital allocation strategy. Stephen Weiss believes fundamentals in Caterpillar Inc. (NYSE:CAT) are still not good. He would not own the stock. See Also: Najarian Brothers See Unusual Activity In VF Corp, Vistra Energy And Viavi Solutions Jon Najarian would hold Crowdstrike Holdings Inc (NASDAQ:CRWD). He said it's under pressure by Zscaler Inc (NASDAQ:ZS), but it performs better. He added that between $64 and $70 is a great area to own Crowdstrike. Pete Najarian said he has sold around 70% of his long position in gold and silver, but he would still hold VanEck Vectors Gold Miners ETF (NYSE:GDX) because he sees it as a hedge. Karen Firestone thinks salesforce.com, inc. (NYSE:CRM) is still a leader and it's taking market share from the competition. She concluded that the stock looks good."
2019-09-23,"Disney, Lennar And More 'Fast Money' Picks For September 23","On CNBC's Fast Money Halftime Report, Tim Seymour said many people want to buy Walt Disney Co (NYSE:DIS) at the current price level. He thinks they should buy it. Brian Kelly wants to buy iShares Barclays 20+ Yr Treas.Bond (NASDAQ:TLT). Steve Lennar is a buyer of Lennar Corporation (NYSE:LEN). He has a long position in the name. Guy Adami believes gold is going higher and he wants to buy VanEck Vectors Gold Miners ETF (NYSE:GDX)."
2019-10-09,"Cisco, UnitedHealth And More 'Fast Money' Picks For October 9","On CNBC's Fast Money Final Trade, Pete Najarian said he bought UnitedHealth Group Inc (NYSE:UNH) and he is selling calls against the long stock position. He noticed high options activity in the name. Tim Seymour is a buyer of Cisco Systems, Inc. (NASDAQ:CSCO). He finds fundamentals interesting. Dan Nathan would sell rallies in Financial Select Sector SPDR Fund (NYSE:XLF). Guy Adami likes VanEck Vectors Gold Miners ETF (NYSE:GDX)."
2019-10-25,"'Fast Money Halftime Report' Give Their View On Bristol-Myers, Adobe And More","Joe Terranova said on CNBC's Fast Money Halftime Report he bought VanEck Vectors Gold Miners ETF (NYSE:GDX) the other day, because it gives him diversification. Pete Najarian would wait for a pullback in Bristol-Myers Squibb Co (NYSE:BMY) before he buys it. He thinks the stock would be a buy at $52 or $53. Jon Najarian likes Mastercard Inc (NYSE:MA). He noticed some short-term calls buying. Stephen Weiss would be a buyer of Adobe Inc (NASDAQ:ADBE). Meghan Shue increased her Consumer Staples Select Sect. SPDR (NYSE:XLP) exposure back in May and she would not be a buyer at this point. She added that in the best case the consumer is going to remain resilient and interest rates are going to move higher, which is favorable for Consumer Discretionary SPDR (NYSE:XLY)."
