created,title,body
2010-02-08,January 2010 Rewind - Foundational Cracks,"In spite of a relatively decent earnings season, mixed economic readings, domestic political turmoil and an emerging sell-the-news mentality left cracks in the foundation of the ten-month old bear market recovery. This January, the S&P 500, Dow Jones Industrials and NASDAQ 100 cash indices finished down across the board by -3.70% , -3.46% and -6.41%, respectively.Although the VIX (implied options volatility) set new post-crash lows, it likewise spiked heavily in the month's fourth week when General Electric (GE) missed earnings expectations and strong opposition was indicated for Federal Reserve Board Chairman Bernanke's renomination.As shown below, Technology (XLK) and Materials (XLB) were the hardest hit by January's reversal of fortune (2009's biggest winners). In fact, only the Health Care (XLH) sector was able to eek out a small gain. With February's trade well underway, it seems clear that last month's poor performance was just the first shot across the bow as volatility remains on the rise while traders ponder the long-term consequences of the swap of private for public debt across the globe.Sentiment: MixedVolatility: Low (VIX 18-27)Direction: Down [Click to Enlarge/ Weekly ETF Analyses/ Prior Monthly Summaries]The Style-Box was calculated using the following PowerShares™ ETFs: Small-Growth (PWT), Small-Value (PWY), Mid-Growth (PWJ), Mid-Value (PWP), Large-Growth (PWB), and Large-Value (PWV). The Sector-Ribbon was calculated using the following Select Sector SPDR™ ETFs: Materials (XLB), Industrials (XLI), Energy (XLE), Staples (XLP), Discretionary (XLY), Financials (XLF), Technology (XLK), and Healthcare (XLV). The Standard & Poors 500, Dow Jones Industrial Average and NASDAQ 100 may be traded through ETF proxies, including the SPY or IVV, DIA and QQQQ, respectively."
2010-02-11,"Materials Sector Poised For Upswing (XLB, AA, DOW, MON, FCX)","We have been looking over the sectors analyzing which ones may be the first to move higher if the markets continue upwards. One that interests us is the materials sector. A solid ETF that tracks this sector is the Materials Select Sector SPDR (Nasdaq: XLB). Currently, it is trading at just under $31 per share with a 52-week high of $35.38 per share. Looking at the annotated chart of the Materials SPDR we can see that the technical indicators are showing us strength coming back into the ETF and sector. We are looking for a breakout of the $31 per share price to be a major bullish indicator to the upside. If you are looking for stronger names within the sector that could outperform the sector overall, we like most Freeport-McMoRan Copper & Gold Inc. (NYSE: FCX). Freeport-McMoRan has a great fundamental base with large amounts of copper and gold reserves which, although not yet mined, makes it an attractive investment for fund managers. Even better, traders can encompass option strategies because its options are actively traded as well. Currently trading at $73.33, the 52-week high of the stock is $90.55. Another stock that would be worth looking at is Monsanto Company (NYSE: MON) as momentum traders like to play this name as well. If the sector does kick to the upside, this name could also spike as well. Monsanto Company is currently trading down -0.35 cents today at $75.22 per share. Its 52 week high is $93.35. The last stock to highlight is Alcoa Inc. (NYSE: AA) which is currently trading for $13.45 per share. With a beta of 2.19 Alcoa Inc. could also move quite a bit higher if the sector lifts. If you are looking to reduce some risk while limiting upside, you could create a synthetic dividend by selling April-2010 15 strike calls of Alcoa for roughly $0.50 which could help lower your break even stock price to below $13.00 per share over that 64 day period. That would create a maximum profit of roughly over $2 per share over the 64 days until April expiration. This would be a great return on an annual basis."
2010-02-12,"Materials Sector ETF Poised to Fill Gap Down (XLB, GLD)","Just a quick note for traders looking for some gap fill ideas. We are noticing some upward movement in Materials Select SPDR ETF (NYSE: XLB). The names in this sector were strong yesterday so we may see a rebound continue in them after this mornings gap down. This ETF tracks a basket of stocks in the Materials sector and includes names such as Alcoa (NYSE: AA), Dow Chemical (NYSE: DOW) and Freeport McMoran (NYSE: FCX)."
2010-02-12,"How To Play China's Move (UUP, XLB, VALE, CSCO, FLR)","China took steps to cool its overheated economy this morning by raising reserve requirements for its banks. This is the second time Beijing has announced plans to raise reserve levels. Now that China is taking some of the easy money off the table, what's the trade to profit in this new environment? When monetary policy is tightened by central banks, the dollar often rises (NYSE: UUP), while commodities and materials (NYSE: XLB) suffer. Zach Karabell joined the Fast Money crew on Friday and stated that he doesn't believe these recent events change the fundamental China story. He believes China is a source of enormous economic growth and he wants to buy what China buys as an economy. For longer-term picks, Zach likes Vale (NYSE: VALE), a Brazilian metals and mining company, around $26. He is also bullish on Cisco (NASDAQ: CSCO) and Fluor Corporation (NYSE: FLR) around $40."
2010-02-16,"ETFs To Watch February 16, 2010 (EUO, EWA, KOL, JJC)","Here is the ETF Professor's ETF Watch List for Tuesday February 16, 2010. Watch the UltraShort Euro ProShares ETF (AMEX: EUO) on news of a Greece bailout. Overnight, Australian stocks were higher, so the iShares MSCI Australia Index (NYSE: EWA) may be worth watching. Play materials with the Materials Select Sector SPDR (NYSE: XLB). The iShares FTSE/Xinhua China 25 ETF (NYSE: FXI) continues to look oversold. Watch copper with the iPath DJ-UBS Copper TR Sub-Index ETN (NYSE: JJC). The iShares MSCI Sweden Index (NYSE: EWD) was one of the worst performers among country specific ETFs on Friday, so keep an eye on it on Tuesday. Watch the Market Vectors Coal ETF (NYSE: KOL) to see if it can move above $34."
2010-03-01,"ETFs To Watch March 1, 2010 (RKH, GUR, EEM, BDD)","Here is the ETF Professor's ETF Watch List for Monday March 1, 2010. Emerging markets got a bit of lift on Friday so watch the iShares MSCI Emerging Markets Index (NYSE: EEM) and the Direxion Daily Emrg Mkts Bull 3X Shares ETF (NYSE: EDC). The PowerShares DB Base Metals Double Long ETN (NYSE: BDD) got a nice bounce on Friday, soaring by more than 4%. Keep an eye on the iShares Dow Jones US Oil Equipment Index (NYSE: IEZ) which may be shaping up for a nice short-term day trade. The Regional Bank HOLDRs (AMEX: RKH) was one of the best performing financial ETFs on Friday. The Materials Select Sector SPDRS ETF (NYSE: XLB) is looking oversold at this point. Keep watching the SPDR S&P Emerging Europe ETF (NYSE: GUR) on any Greece bailout news."
2010-03-08,Materials ETF Sees Bearish Options Trade,"The Materials Select Sector SPDR ETF (NYSE: XLB) is seeing some bearish options action today as 20,000 of the January 2011 30 puts were purchased. That trade was more than six times open interest in the strike and represents a bet the ETF will trade below $30 by early next year. The trade wasn't tied to another options or stock trade today, so it is likely a straight bearish bet. XLB's top holdings are Monsanto (NYSE: MON) and Dow Chemical (NYSE: DOW)."
2010-03-10,February 2010 Rewind - Grecian Formula,"Hey Gang, sorry this is a bit late getting out. I know many of you are religious about archiving these -- which is precisely their purpose -- so here it is in shortened form. Early February was all about fear of a sovereign debt domino effect on the prospect of a default by Greece.However, by the end of the month after clean tag of the S&P 500's 200-day ema, a significant snap back rally ensued that has pushed well into mid-March. This move left the S&P 500, Dow Jones Industrials and NASDAQ 100 cash indices higher across the board by +2.85%, +2.56% and +4.46%, respectively. With ramifications of the exchange of private for public debt put on the side for now, equities continue to string together a record ratio of up days. Will this year-old bull market ever turn gray -- or was the pause that refreshes just the formula we needed to continue the march towards SPX 1,200?Sentiment: PositiveVolatility: Low (VIX 19-27)Direction: Mixed to Positive [Click to Enlarge/ Weekly ETF Analyses/ Prior Monthly Summaries]The Style-Box was calculated using the following PowerShares™ ETFs: Small-Growth (PWT), Small-Value (PWY), Mid-Growth (PWJ), Mid-Value (PWP), Large-Growth (PWB), and Large-Value (PWV). The Sector-Ribbon was calculated using the following Select Sector SPDR™ ETFs: Materials (XLB), Industrials (XLI), Energy (XLE), Staples (XLP), Discretionary (XLY), Financials (XLF), Technology (XLK), and Healthcare (XLV). The Standard & Poors 500, Dow Jones Industrial Average and NASDAQ 100 may be traded through ETF proxies, including the SPY or IVV, DIA and QQQQ, respectively."
2010-03-23,"ETFs To Watch March 23, 2010 (URE, EWD, KOL, XLB)","Here is the ETF Professor's ETF Watch List for Tuesday March 23, 2010. The Market Vectors Coal ETF (NYSE: KOL) has been hammered over the past few days, even on up days. Country-specific ETFs worth watching on Tuesday include the Market Vectors Russia ETF (NYSE: RSX), the iShares MSCI Turkey Investable Market Index (NYSE: TUR) and the iShares MSCI Sweden Index Fund (NYSE: EWD). Gold prices were in dumps on Monday, so watch the SPDR Gold Shares (NYSE: GLD). Materials stocks showed some strength on Monday, so watch the Materials Select Sector SPDR (NYSE: XLB). Keep on eye on this old favorite: The Ultra Real Estate ProShares ETF (NYSE: URE). Watch the Health Care Select Sector SPDR (NYSE: XLV) as the Senate takes up the health care reform bill."
2010-04-08,March 2010 Rewind - Marching Along,"Marching Along was an apt descriptor indeed for last month's consistently bullish market behavior with up days outpacing down by more than two to one. The powerful move left US equities at fresh rally highs with the VIX at lows not seen in years.The S&P 500, Dow Jones Industrials and NASDAQ 100 cash indices finished higher across the board by +5.88%, +5.15% and +7.68%, respectively. As we get set to wrap up the first full week of April, no storm clouds appear imminent in spite of mixed economic readings and earnings season just on the horizon....Sentiment: PositiveVolatility: Consistently Low (VIX 16-20)Direction: Highly Positive [Click to Enlarge/ Weekly ETF Analyses/ Prior Monthly Summaries/ Mrkt Rotation Selections]The Style-Box was calculated using the following PowerShares™ ETFs: Small-Growth (PWT), Small-Value (PWY), Mid-Growth (PWJ), Mid-Value (PWP), Large-Growth (PWB), and Large-Value (PWV). The Sector-Ribbon was calculated using the following Select Sector SPDR™ ETFs: Materials (XLB), Industrials (XLI), Energy (XLE), Staples (XLP), Discretionary (XLY), Financials (XLF), Technology (XLK), and Healthcare (XLV). The Standard & Poors 500, Dow Jones Industrial Average and NASDAQ 100 may be traded through ETF proxies, including the SPY or IVV, DIA and QQQQ, respectively."
2010-04-27,I Disagree With William Bernstein,"IndexUniverse posted an interview with William Bernstein who is known for strong beliefs in index investing and has written several books. In there he made two points that I would strenuously disagree with.First he reiterated a point that many indexers make that I think is overly academic as he noted that passive still beats active in the long run because it has to by mathematical certainty. I believe this ignores way too many variables to be useful for most folks.I have heard versions of this argument that focus on management fees (based on the article this was Bernstein's point) and other versions that focus on there only being so much alpha out there.It is not clear to me what Bernstein thinks of as long term but most indexers are talking about market cap weighting. If you recall last summer the ALPS Equal Sector Weight ETF (EQL) came out with a ten year back test of beating the regular cap weighted S&P 500. It should be noted that the ten year period backtested for EQL was probably the best possible time for such a thing because of excess and subsequent fallout of the tech sector and then the financial sector. I would also concede that Bernstein probably thinks long run is longer than ten years and I would not disagree with that but ten years of outperformance is a long time.I believe I have made a reasonably compelling case on this site in the last few years for the importance of correctly avoiding a given sector or country. It does not take a lot of acumen to see that an S&P 500 sector is greater than 20% of that index which is a huge warning sign and easy to heed. Realizing that a country is on shaky ground takes a little more time but most certainly does not require a PHD.Bernstein's point also ignores the fact that active management is a series of decisions; some right and some wrong. In this light success depends on being right a little more often than you are wrong. If the wrongs can be mitigated one way or another and the rights do well there is a good chance of outperforming. This point is difficult to win the argument with but as a supporting factor a stock I have been writing about for more than five years is Vale (VALE) which is a client holding. Vale as a proxy for materials is up 350% versus about 25% for the Materials Sector SPDR (XLB) in the last five years. This just an example which has flaws of its own but one (mega cap) stock pick combined with one sector avoided (the financials) and an investor would be noticeably ahead of the market for a decent chunk of time, that being five years.I will say it is very reasonable to question how many people should be making a lot of active decisions in the market. People tend to not understand the volatility they have taken on until after a big decline resulting in panic sales so I am not saying everyone should be actively managing their portfolio but the idea of has to by mathematical certainty seems far too simplistic. I won't go into detail on another point here so the at post is not too long but another variable is the occasional buying and selling of stocks or funds that can add value as opposed to what I believe is a static portfolio in Bernstein's comments.Bernstein also has choice words for levered and inverse ETFs, But in practice, they’re being used as speculative tools. Some of them are silly, some are dangerous, and some, such as inverse and leveraged ETFs, are downright criminal noting that they do not work over longer periods of time. He adds what is this concept that an investment can only be used for one day? This is not an investment. Who has the predictive power of knowing which way the market is going to go on one day? and finally To the extent that people are using them more for speculation than for long-term investment, it’s a horrible thing.I would not disagree with an opinion that says many people will misuse a levered fund but speculation plays an important role in the functioning of capital markets. I think this is a rather elementary point actually--markets need liquidity to function and speculators are a source of liquidity. Again any argument that says most people should not be speculating is one I would agree with but the framing that speculation is a bad thing and tools that facilitate speculation are bad things is, again, too simplistic.To the extent new investors are trying to learn and seek out Bernstein as a source I believe they are learning the wrong thing. There is a difference between a fund being downright criminal and a fund simply being unsuitable for many people."
2010-05-03,Volatility Sold in XLB,"The SELECT SECTOR MATERIALS SPDR (NYSE: XLB) is receiving a bullish trade this afternoon as the ETF trades flat on the session; the ETF was in the red most of the session and recently rebounded. Freeport McMoran (NYSE: FCX) has been weighing heavily on the ETF as it represents 9.49% of the ETF. The Jan 2011 $31 put was sold on the bid 5,000 times for $2.09. This represents a trader betting that recent volatility will subside in the name and that the ETF should find a base around this level. The trader is willing to get long 500,000 shares at $28.91 should the ETF continue to fall. I am short vol in the SELECT SECTOR MATERIALS SPDR and in FCX."
2010-05-11,Using Credit as a Precursor to Equities ,"Yesterday, Goldman Sachs was out with an investor research note citing the positives of following the credit markets as a precursor to movement within the equity markets. Today they are out with round two of that note where they are reiterating their recommendation to hedge Financial names (NYSE: XLF) and Industrials (NYSE: XLI) from moves to the downside. Goldman Analysts said that equities are a little too quick is forget the recent volatility experienced than other markets and that implied volatility of 6-month options remains 37% higher than two weeks ago, a level inline with options prices from August 2009 (not exactly a great period for equities). CDS spreads of all companies in the S&P 500 are still 16% wider than two weeks ago as well. Credit markets appear to be less worried about Energy (NYSE: XLE) and Material (NYSE: XLB) names, though, Goldman analysts say. They said they would focus on buying calls and call spreads in these sectors. Come to the Traders Expo and learn from the top traders in the industry!"
2010-05-11,April 2010 Rewind - Rocky Top,"Although April finished the month near bull-run highs, equity prices began to show signs of increased volatility towards the top as the specter of sovereign debt downgrades came back to the fore along with a whole host of additional worries [also see February].The S&P 500, Dow Jones Industrials and NASDAQ 100 cash indices nevertheless finished higher across the board by +1.48%, +1.40% and +2.16%, respectively. At this point we all know how this story unfolded. After the cascade failure on the sixth and subsequent nuclear weekend Euro bailout, equities are again marching higher. However, with volatility back in the markets for now, traders will naturally be looking at those prior highs with a leary eye.Sentiment: PositiveVolatility: Low (VIX 15-22)Direction: Highly Positive [Click to Enlarge/ Weekly ETF Analyses/ Prior Monthly Summaries/ Mrkt Rotation Selections]The Style-Box was calculated using the following PowerShares™ ETFs: Small-Growth (PWT), Small-Value (PWY), Mid-Growth (PWJ), Mid-Value (PWP), Large-Growth (PWB), and Large-Value (PWV). The Sector-Ribbon was calculated using the following Select Sector SPDR™ ETFs: Materials (XLB), Industrials (XLI), Energy (XLE), Staples (XLP), Discretionary (XLY), Financials (XLF), Technology (XLK), and Healthcare (XLV). The Standard & Poors 500, Dow Jones Industrial Average and NASDAQ 100 may be traded through ETF proxies, including the SPY or IVV, DIA and QQQQ, respectively."
2010-06-06,ETF Rewind - Week 22 (6/4/10),"(Click Image to Enlarge/ ETF Rewind Glossary) The market slide looked to be abating at the midweek, and then came the Friday Jobs Report with added European contagion fears to boot on Hungarian statements. While the S&P 500 (SPY) finished the week down some -3.6%, Small-Caps (IWM) fell a full -5.3%, with the retreat lead by the Materials (XLB) Sector, down -7.0%. Not surprisingly, only Bonds (TLT) and the US Dollar (UUP) came out ahead, up +2.1% and +2.3%, respectively.Speaking of which, the Market Rewind ETF Rotation Models have now been in UUP for a full month, up about +3.9% during that period. Meanwhile, unfortunately for the Bulls, it would appear too early to proclaim the market oversold according to technical measures.Week Twenty-Three of 2010 focuses on Retail Sales and Consumer Sentiment, as follows:U.S. Economic CalendarU.S. Earnings CalendarETF Rotation Models [Custom]I hope you have a terrific weekend!If you are interested in a significantly more thorough version of this weekly summary, consider taking a look at Market Rewind's nightly ETF Rewind Pro service. In addition to coverage of nearly 200 ETFs across twelve major asset classes, you will find three model portfolios, daily market signals and commentary, pairs trading and various powerful portfolio management tools. Never Investment Advice: Prior Weekly Summaries: ETF Rotation Models"
