created,sentiment
2011-08-29,0
2011-09-12,0
2011-09-15,2
2011-09-16,1
2011-09-19,1
2011-09-20,1
2011-09-21,1
2011-10-02,1
2011-10-03,0
2011-10-06,1
2011-10-07,0
2011-10-09,0
2011-10-10,0
2011-10-11,2
2011-10-12,1
2011-10-14,2
2011-10-16,1
2011-10-17,2
2011-10-18,0
2011-10-19,0
2011-10-25,2
2011-10-26,2
2011-11-07,0
2011-11-14,0
2011-11-16,2
2011-11-17,2
2011-11-28,1
2011-11-30,1
2011-12-05,0
2011-12-12,1
2011-12-19,1
2011-12-20,0
2011-12-27,1
2012-01-02,1
2012-01-04,2
2012-01-06,2
2012-01-08,1
2012-01-09,1
2012-01-10,0
2012-01-25,0
2012-01-30,2
2012-02-08,1
2012-02-13,2
2012-02-14,2
2012-02-16,0
2012-02-26,0
2012-02-28,2
2012-03-06,2
2012-03-07,2
2012-03-09,1
2012-03-12,1
2012-03-15,2
2012-03-27,1
2012-03-28,1
2012-03-30,2
2012-04-01,2
2012-04-03,1
2012-04-05,0
2012-04-08,1
2012-04-09,0
2012-04-10,2
2012-04-11,2
2012-04-12,1
2012-04-16,1
2012-04-25,1
2012-04-29,2
2012-05-17,2
2012-06-06,2
2012-06-21,2
2012-06-22,0
2012-06-25,0
2012-06-29,1
2012-07-09,1
2012-07-10,0
2012-07-11,1
2012-07-16,0
2012-08-01,2
2012-08-02,2
2012-09-10,0
2012-09-18,0
2012-09-27,1
2012-10-01,0
2012-10-03,2
2012-10-05,0
2012-10-08,1
2012-10-09,0
2012-10-10,0
2012-10-11,2
2012-10-12,2
2012-11-28,0
2012-12-03,1
2012-12-09,1
2012-12-12,0
2012-12-13,0
2012-12-19,1
2012-12-20,0
2012-12-30,0
2013-01-04,0
2013-01-06,1
2013-01-07,1
2013-01-08,2
2013-01-09,2
2013-01-25,0
2013-03-06,1
2013-03-18,2
2013-04-05,2
2013-04-07,1
2013-04-08,1
2013-04-09,0
2013-04-17,1
2013-04-26,2
2013-05-01,2
2013-05-02,0
2013-05-06,0
2013-05-13,0
2013-05-14,2
2013-05-30,2
2013-06-26,1
2013-06-28,0
2013-06-30,0
2013-07-01,1
2013-07-03,0
2013-07-05,1
2013-07-07,1
2013-07-08,2
2013-07-09,1
2013-07-12,2
2013-07-18,0
2013-07-30,0
2013-07-31,2
2013-08-14,2
2013-08-29,2
2013-09-03,1
2013-09-10,1
2013-09-16,0
2013-09-23,1
2013-09-30,1
2013-10-02,2
2013-10-06,0
2013-10-07,1
2013-10-08,0
2013-10-09,0
2013-10-14,0
2013-10-22,2
2013-11-04,1
2013-11-05,2
2013-11-07,2
2013-11-13,2
2013-11-19,2
2013-11-25,2
2013-12-11,1
2013-12-16,2
2013-12-17,2
2013-12-19,0
2013-12-20,2
2013-12-25,2
2013-12-26,2
2013-12-31,1
2014-01-05,1
2014-01-06,1
2014-01-07,1
2014-01-09,2
2014-01-10,2
2014-01-15,1
2014-01-16,1
2014-01-17,0
2014-01-21,0
2014-01-22,1
2014-01-23,2
2014-01-24,0
2014-01-27,1
2014-01-28,1
2014-02-10,2
2014-02-11,2
2014-02-13,1
2014-02-18,1
2014-02-19,1
2014-03-06,1
2014-03-10,1
2014-03-11,1
2014-03-14,2
2014-03-17,2
2014-03-18,1
2014-03-20,2
2014-03-27,1
2014-03-28,2
2014-03-31,1
2014-04-01,0
2014-04-02,2
2014-04-03,2
2014-04-04,0
2014-04-06,1
2014-04-07,1
2014-04-08,2
2014-04-09,1
2014-04-10,1
2014-04-11,2
2014-04-15,2
2014-04-16,2
2014-04-17,0
2014-04-21,1
2014-04-22,1
2014-04-25,1
2014-05-02,1
2014-05-05,1
2014-05-06,1
2014-05-12,1
2014-05-19,0
2014-05-21,1
2014-05-29,0
2014-05-30,2
2014-06-02,2
2014-06-12,2
2014-06-17,2
2014-06-23,1
2014-06-25,1
2014-06-26,1
2014-06-27,1
2014-06-30,1
2014-07-01,0
2014-07-03,1
2014-07-05,1
2014-07-06,1
2014-07-07,1
2014-07-08,1
2014-07-09,2
2014-07-10,2
2014-07-14,2
2014-07-15,2
2014-07-17,1
2014-07-25,0
2014-07-31,2
2014-08-06,2
2014-08-07,1
2014-08-12,2
2014-08-25,1
2014-09-08,1
2014-09-11,1
2014-09-12,1
2014-09-15,0
2014-09-16,1
2014-09-17,0
2014-09-23,1
2014-09-25,1
2014-09-30,0
2014-10-05,1
2014-10-06,1
2014-10-07,2
2014-10-08,1
2014-10-09,1
2014-10-10,2
2014-10-13,2
2014-10-17,0
2014-10-27,0
2014-11-07,2
2014-11-21,2
2014-11-25,2
2014-11-28,2
2014-12-01,2
2014-12-04,0
2014-12-06,1
2014-12-11,1
2014-12-15,0
2014-12-16,2
2014-12-17,1
2014-12-18,2
2014-12-30,0
2015-01-11,0
2015-01-12,0
2015-01-13,1
2015-01-14,1
2015-01-26,1
2015-02-09,2
2015-02-10,0
2015-02-13,1
2015-03-04,1
2015-03-05,0
2015-03-06,0
2015-03-08,1
2015-03-09,0
2015-03-10,2
2015-03-17,0
2015-03-18,2
2015-03-24,2
2015-03-29,1
2015-04-02,2
2015-04-05,1
2015-04-06,2
2015-04-08,0
2015-04-09,0
2015-04-10,0
2015-04-17,0
2015-04-22,0
2015-05-01,1
2015-05-05,1
2015-05-06,1
2015-05-21,2
2015-05-26,1
2015-05-28,2
2015-06-02,1
2015-06-04,1
2015-06-22,1
2015-06-29,0
2015-07-05,0
2015-07-06,0
2015-07-08,0
2015-07-09,1
2015-07-31,1
2015-08-11,2
2015-08-18,2
2015-08-21,1
2015-08-23,0
2015-09-03,2
2015-09-08,0
2015-09-16,0
2015-09-23,1
2015-09-27,1
2015-09-28,0
2015-09-29,2
2015-10-04,0
2015-10-05,1
2015-10-06,0
2015-10-07,0
2015-10-08,0
2015-10-09,2
2015-11-02,0
2015-11-09,2
2015-11-10,2
2015-11-24,1
2015-12-06,2
2015-12-14,0
2015-12-19,2
2016-01-03,2
2016-01-06,1
2016-01-10,1
2016-01-11,2
2016-01-12,0
2016-01-14,1
2016-01-20,1
2016-01-28,0
2016-02-01,1
2016-02-03,1
2016-02-04,1
2016-02-17,0
2016-03-03,0
2016-03-11,0
2016-03-16,0
2016-03-17,1
2016-03-30,0
2016-04-07,1
2016-04-11,0
2016-04-12,1
2016-04-13,1
2016-04-14,1
2016-05-05,2
2016-05-23,0
2016-05-31,0
2016-06-09,1
2016-06-14,0
2016-06-15,1
2016-06-29,1
2016-06-30,0
2016-07-08,1
2016-07-11,2
2016-07-12,1
2016-07-13,1
2016-08-02,1
2016-08-25,1
2016-09-01,0
2016-09-14,2
2016-09-19,1
2016-10-03,1
2016-10-04,2
2016-10-07,1
2016-10-10,0
2016-10-11,1
2016-10-12,0
2016-10-14,2
2016-10-20,1
2016-11-01,0
2016-11-07,1
2016-11-15,0
2016-12-01,1
2016-12-20,1
2017-01-03,1
2017-01-09,1
2017-01-20,0
2017-01-24,0
2017-01-25,1
2017-01-27,1
2017-02-02,1
2017-03-06,0
2017-03-16,2
2017-03-20,0
2017-03-24,1
2017-03-31,1
2017-04-02,1
2017-04-13,1
2017-04-18,1
2017-04-24,1
2017-04-25,1
2017-04-27,0
2017-05-18,1
2017-05-23,1
2017-06-23,1
2017-06-26,1
2017-06-28,1
2017-07-13,1
2017-07-14,1
2017-07-17,1
2017-07-18,2
2017-07-19,1
2017-08-07,1
2017-08-09,1
2017-08-22,1
2017-08-23,1
2017-08-25,1
2017-08-30,1
2017-08-31,2
2017-09-02,1
2017-09-08,0
2017-09-11,0
2017-09-12,0
2017-09-14,1
2017-09-19,0
2017-09-20,1
2017-09-21,1
2017-09-22,0
2017-09-25,0
2017-10-16,1
2017-10-18,1
2017-10-19,0
2017-11-15,0
2017-11-29,1
2017-12-20,1
2017-12-26,1
2017-12-31,0
2018-01-03,0
2018-01-16,0
2018-01-17,0
2018-01-18,1
2018-01-19,1
2018-02-16,0
2018-03-01,0
2018-03-02,0
2018-03-09,1
2018-04-16,1
2018-04-18,1
2018-04-19,0
2018-04-23,0
2018-04-24,1
2018-05-02,0
2018-05-06,1
2018-05-11,0
2018-06-19,1
2018-06-21,1
2018-06-22,0
2018-07-16,0
2018-07-18,1
2018-07-19,1
2018-07-20,0
2018-07-23,0
2018-07-27,0
2018-09-12,0
2018-10-03,1
2018-10-15,2
2018-10-17,1
2018-10-18,2
2018-12-31,1
2019-01-13,1
2019-01-14,1
2019-01-16,1
2019-02-25,1
2019-03-26,1
2019-04-02,1
2019-04-03,0
2019-04-17,0
2019-05-17,0
2019-06-05,0
2019-06-08,1
2019-07-09,1
2019-07-11,0
2019-07-17,1
2019-07-18,0
2019-07-19,1
2019-08-02,1
2019-09-09,1
2019-09-11,0
2019-09-23,0
2019-10-16,1
2019-10-17,1
2019-10-18,1
2019-10-21,1
2019-10-23,1
2019-11-15,0
2019-12-17,1
2019-12-22,1
2020-01-03,2
2020-01-14,1
2020-01-15,0
2020-01-16,1
2020-01-17,1
2020-01-21,1
2020-01-23,0
2020-01-24,1
2020-01-27,2
2020-01-29,1
2020-01-30,1
2020-02-05,0
2020-03-03,1
2020-03-09,0
2020-03-10,1
2020-03-11,0
2020-03-24,1
2020-03-25,1
2020-03-30,0
2020-04-07,1
2020-04-15,2
2020-04-17,1
2020-04-22,1
2020-04-23,1
2020-05-27,0
2020-06-05,0
2020-06-11,1
2020-06-16,0
2020-07-15,1
2020-07-16,1
2020-07-17,0
2020-07-25,1
2020-08-07,1
2020-08-10,1
2020-09-08,2
2020-09-20,2
2020-09-24,2
2020-09-25,1
2020-10-13,1
2020-10-14,0
2020-10-15,1
2020-10-16,1
2020-10-25,1
2020-11-10,1
2020-11-12,0
2020-12-03,1
2021-01-04,1
2021-01-19,1
2021-01-20,2
2021-01-21,1
2021-01-22,2
2021-01-30,1
2021-02-03,2
2021-02-22,1
2021-02-24,2
2021-03-03,1
2021-03-04,0
2021-03-17,0
2021-03-24,1
2021-04-12,0
2021-04-15,2
2021-04-16,0
2021-04-19,1
2021-04-21,1
2021-05-04,1
2021-07-07,1
2021-07-14,2
2021-07-15,1
2021-07-16,0
2021-07-20,0
2021-07-21,0
2021-07-26,0
2021-07-29,1
2021-08-10,0
2021-08-20,1
2021-09-02,1
2021-09-14,1
2021-09-15,2
2021-09-17,1
2021-09-21,2
2021-10-11,2
