created,sentiment
2011-08-08,1
2011-08-10,0
2011-08-11,2
2011-08-22,0
2011-08-23,0
2011-08-24,1
2011-08-31,1
2011-09-06,0
2011-09-08,1
2011-09-09,0
2011-09-12,0
2011-09-21,0
2011-09-27,1
2011-09-29,2
2011-10-07,0
2011-10-10,0
2011-10-13,1
2011-10-27,0
2011-11-04,0
2011-11-07,0
2011-11-08,2
2011-11-13,1
2011-11-14,0
2011-11-21,0
2011-11-22,0
2011-11-23,1
2011-11-30,1
2011-12-05,0
2011-12-06,0
2011-12-07,1
2011-12-13,0
2011-12-18,0
2011-12-29,0
2012-01-03,0
2012-01-09,2
2012-01-24,2
2012-02-01,0
2012-02-02,1
2012-02-07,0
2012-02-10,1
2012-02-21,0
2012-02-24,0
2012-02-27,2
2012-02-28,0
2012-03-13,1
2012-03-15,0
2012-03-22,2
2012-04-02,2
2012-04-05,0
2012-04-18,0
2012-04-23,1
2012-05-03,0
2012-05-04,1
2012-05-08,1
2012-05-11,0
2012-05-16,0
2012-05-20,1
2012-05-21,2
2012-05-28,1
2012-06-03,0
2012-06-04,0
2012-06-06,0
2012-06-07,0
2012-06-19,2
2012-06-25,1
2012-06-29,1
2012-07-04,2
2012-07-12,1
2012-07-19,2
2012-08-01,1
2012-08-08,0
2012-08-23,1
2012-08-28,2
2012-09-20,1
2012-09-24,2
2012-09-25,0
2012-10-16,2
2012-11-01,2
2012-11-08,0
2012-11-15,2
2012-11-16,2
2012-11-28,2
2012-11-30,2
2012-12-13,2
2012-12-19,2
2012-12-24,0
2012-12-31,2
2013-01-10,1
2013-01-15,0
2013-01-24,1
2013-02-04,2
2013-02-05,1
2013-02-12,2
2013-02-13,0
2013-02-14,0
2013-02-15,1
2013-02-20,0
2013-02-28,0
2013-03-04,0
2013-04-01,2
2013-04-02,0
2013-04-03,0
2013-04-14,2
2013-04-15,2
2013-04-16,0
2013-04-17,0
2013-04-19,0
2013-04-25,0
2013-04-26,1
2013-05-07,1
2013-05-17,1
2013-05-20,0
2013-05-29,0
2013-05-30,2
2013-06-03,1
2013-06-07,1
2013-06-26,0
2013-07-12,0
2013-07-15,1
2013-07-22,1
2013-07-23,2
2013-07-24,0
2013-07-26,1
2013-08-07,1
2013-08-13,1
2013-08-15,1
2013-08-22,2
2013-08-26,2
2013-09-04,0
2013-09-12,2
2013-09-13,2
2013-09-16,2
2013-09-20,2
2013-10-16,2
2013-10-18,0
2013-10-26,1
2013-10-29,2
2013-11-06,1
2013-11-13,1
2013-11-14,0
2013-11-26,0
2013-12-03,0
2013-12-12,0
2013-12-20,1
2014-01-14,0
2014-01-15,2
2014-01-23,2
2014-01-29,2
2014-02-10,2
2014-02-12,1
2014-02-14,1
2014-02-18,0
2014-02-26,2
2014-03-11,2
2014-03-13,2
2014-03-25,2
2014-03-26,0
2014-05-15,1
2014-05-16,2
2014-05-27,2
2014-06-19,2
2014-07-11,2
2014-08-08,2
2014-08-14,1
2014-08-19,1
2014-08-21,0
2014-08-27,0
2014-09-16,1
2014-09-20,1
2014-10-02,0
2014-10-17,0
2014-10-30,1
2014-10-31,1
2014-11-01,0
2014-11-10,0
2014-11-17,0
2014-11-18,1
2014-11-19,1
2014-11-26,1
2014-12-11,1
2014-12-19,1
2014-12-26,0
2014-12-30,2
2015-01-12,0
2015-01-19,1
2015-01-21,1
2015-01-31,0
2015-02-01,2
2015-02-11,2
2015-02-22,2
2015-03-06,0
2015-03-12,1
2015-04-15,1
2015-04-29,0
2015-06-05,0
2015-06-17,2
2015-06-18,0
2015-07-24,2
2015-07-28,2
2015-07-29,1
2015-08-02,0
2015-08-07,0
2015-08-12,2
2015-08-14,2
2015-08-19,0
2015-09-06,1
2015-09-09,0
2015-09-15,0
2015-09-21,1
2015-10-04,1
2015-10-05,0
2015-10-15,1
2015-10-19,1
2015-10-22,1
2015-10-28,1
2015-10-30,2
2015-11-09,2
2015-11-19,1
2015-11-27,1
2015-12-04,0
2015-12-14,1
2015-12-17,1
2015-12-22,0
2015-12-31,2
2016-01-08,1
2016-01-10,0
2016-01-11,1
2016-01-13,1
2016-01-19,1
2016-01-27,1
2016-02-04,1
2016-02-05,1
2016-02-08,2
2016-02-09,1
2016-02-11,0
2016-02-19,1
2016-02-24,1
2016-03-03,1
2016-03-22,1
2016-04-11,1
2016-04-12,1
2016-04-13,1
2016-04-14,1
2016-04-19,1
2016-04-20,0
2016-04-25,1
2016-04-28,1
2016-05-02,2
2016-05-05,2
2016-05-11,0
2016-05-12,1
2016-05-16,0
2016-05-26,1
2016-06-03,2
2016-06-06,0
2016-06-08,1
2016-06-14,0
2016-06-15,0
2016-06-16,2
2016-06-20,0
2016-06-21,0
2016-06-24,1
2016-07-06,0
2016-07-13,0
2016-07-27,2
2016-08-11,2
2016-08-12,1
2016-08-17,0
2016-08-18,2
2016-08-19,1
2016-08-22,2
2016-08-24,2
2016-08-25,2
2016-08-26,0
2016-08-30,0
2016-09-14,1
2016-09-21,0
2016-09-30,2
2016-10-04,1
2016-10-07,1
2016-10-15,1
2016-11-03,0
2016-11-04,0
2016-11-08,2
2016-11-09,0
2016-11-11,0
2016-11-14,0
2016-11-16,1
2016-11-29,0
2016-12-02,1
2016-12-05,2
2016-12-06,2
2016-12-15,2
2016-12-16,0
2016-12-18,0
2016-12-29,0
2016-12-30,0
2017-01-06,1
2017-01-09,0
2017-01-10,1
2017-01-12,0
2017-01-17,2
2017-01-20,0
2017-01-31,0
2017-02-06,1
2017-02-07,2
2017-02-08,1
2017-02-09,0
2017-02-24,0
2017-03-09,1
2017-03-22,1
2017-03-23,0
2017-03-29,0
2017-04-07,2
2017-04-10,1
2017-04-20,0
2017-05-18,0
2017-05-22,0
2017-06-07,0
2017-06-12,0
2017-06-26,2
2017-07-31,1
2017-08-11,1
2017-08-25,0
2017-09-06,0
2017-10-10,1
2018-01-16,0
2018-01-24,2
2018-02-01,1
2018-02-05,1
2018-02-23,1
2018-04-11,2
2018-05-24,2
2018-10-11,0
2018-11-29,1
2019-01-08,1
2019-02-21,2
2019-02-24,1
2019-03-27,1
2019-06-05,1
2019-06-07,1
2019-06-25,2
2019-07-18,1
2019-08-29,2
2019-09-12,1
2019-09-23,1
2019-10-09,1
2019-10-25,1
2019-11-19,2
2020-01-08,2
2020-01-09,1
2020-02-14,0
2020-03-19,0
2020-03-31,0
2020-04-02,1
2020-04-22,0
2020-04-30,1
2020-05-18,0
2020-05-19,1
2020-06-03,1
2020-06-12,0
2020-06-22,1
2020-07-08,0
2020-07-19,0
2020-07-28,0
2020-08-03,2
2020-08-04,1
2020-08-22,0
2020-08-24,2
2020-08-26,0
2020-10-31,1
2020-11-02,1
2020-11-04,0
2020-11-06,0
2020-11-17,0
2020-11-22,0
2020-11-30,1
2020-12-03,1
2020-12-08,2
2021-01-22,2
2021-04-09,1
2021-04-11,0
2021-05-17,0
2021-05-18,2
2021-05-27,1
2021-06-17,1
2021-06-28,0
2021-06-29,1
2021-08-10,0
2021-08-22,1
2021-09-28,1
2022-02-14,1
2022-02-22,1
2022-03-15,1
2022-04-14,1
2022-04-18,2
2022-05-03,1
2022-06-27,1
2022-07-07,1
2022-07-22,1
2022-08-09,0
2022-08-15,0
2022-09-12,1
2022-09-26,0
2022-10-27,0
2022-11-07,2
2022-12-05,2
2023-03-17,1
