created,sentiment
2023-03-08,1
2023-03-10,1
2023-03-15,2
2023-03-16,1
2023-03-20,0
2023-03-21,1
2023-03-24,2
2023-04-04,1
2023-04-26,1
2023-04-27,2
2023-05-10,0
2023-05-11,0
2023-05-13,1
