created,sentiment
2013-07-31,1
2013-08-05,1
2013-08-06,1
2013-08-07,2
2013-08-12,2
2013-08-19,2
2013-08-23,2
2013-09-03,1
2013-09-11,1
2013-09-12,2
2013-09-16,0
2013-09-18,0
2013-09-19,1
2013-09-23,2
2013-09-24,1
2013-10-01,1
2013-10-07,1
2013-10-08,2
2013-10-09,2
2013-10-10,1
2013-10-11,1
2013-10-17,2
2013-10-18,2
2013-10-21,0
2013-10-23,0
2013-10-24,1
2013-10-28,1
2013-10-29,1
2013-10-30,0
2013-10-31,0
2013-11-06,1
2013-11-07,1
2013-11-08,1
2013-11-11,1
2013-11-12,1
2013-11-13,1
2013-11-14,1
2013-11-15,2
2013-11-18,1
2013-11-19,2
2013-11-20,1
2013-11-21,1
2013-11-22,0
2013-11-25,0
2013-11-26,1
2013-11-27,0
2013-11-29,1
2013-12-02,2
2013-12-03,0
2013-12-05,0
2013-12-06,2
2013-12-10,0
2013-12-11,1
2013-12-18,1
2013-12-19,2
2013-12-20,1
2013-12-23,1
2013-12-26,0
2014-01-03,1
2014-01-10,1
2014-01-22,0
2014-01-23,0
2014-01-27,1
2014-01-29,1
2014-01-30,2
2014-01-31,0
2014-02-03,0
2014-02-04,2
2014-02-12,0
2014-02-14,2
2014-02-19,2
2014-03-03,2
2014-03-04,2
2014-03-10,2
2014-03-13,0
2014-03-18,2
2014-03-20,2
2014-03-25,2
2014-03-26,2
2014-03-28,0
2014-03-31,0
2014-04-07,0
2014-04-22,2
2014-04-24,1
2014-04-29,0
2014-05-07,0
2014-05-20,2
2014-05-27,0
2014-06-04,0
2014-06-06,0
2014-06-12,0
2014-06-17,2
2014-07-03,2
2014-07-07,1
2014-07-10,1
2014-07-16,0
2014-07-23,1
2014-08-01,0
2014-08-05,2
2014-08-13,0
2014-09-08,0
2014-09-11,0
2014-09-14,0
2014-09-16,0
2014-10-09,1
2014-10-10,0
2014-10-15,0
2014-10-24,0
2014-10-29,0
2014-10-30,1
2014-11-03,1
2014-11-06,1
2014-11-14,1
2014-11-17,1
2014-11-18,1
2014-11-21,1
2014-11-26,1
2014-12-03,2
2014-12-11,0
2014-12-21,1
2014-12-26,1
2014-12-30,0
2015-01-10,0
2015-01-15,2
2015-01-19,1
2015-01-21,1
2015-01-23,0
2015-01-27,0
2015-02-04,1
2015-02-06,1
2015-03-02,1
2015-03-06,1
2015-03-11,1
2015-03-17,1
2015-03-18,0
2015-03-20,1
2015-03-23,1
2015-03-24,1
2015-03-25,1
2015-03-30,2
2015-05-06,2
2015-05-29,0
2015-06-03,1
2015-06-05,2
2015-06-07,2
2015-06-08,2
2015-06-17,2
2015-06-18,0
2015-06-24,1
2015-06-29,0
2015-07-01,1
2015-07-08,1
2015-07-16,1
2015-07-20,0
2015-07-24,1
2015-07-27,2
2015-07-28,0
2015-07-29,0
2015-07-31,0
2015-08-02,1
2015-08-05,2
2015-08-12,0
2015-08-16,1
2015-08-19,0
2015-08-20,0
2015-08-21,0
2015-08-24,2
2015-08-26,2
2015-09-08,2
2015-09-09,0
2015-09-15,1
2015-09-21,1
2015-09-22,1
2015-09-27,0
2015-09-28,0
2015-10-01,0
2015-10-03,1
2015-10-05,1
2015-10-08,1
2015-10-13,2
2015-10-15,1
2015-10-19,2
2015-10-20,0
2015-10-28,0
2015-10-30,1
2015-11-03,2
2015-11-06,1
2015-11-09,1
2015-11-12,1
2015-11-16,0
2015-11-17,1
2015-11-18,0
2015-11-19,0
2015-11-24,0
2015-11-25,1
2015-11-27,2
2015-11-30,1
2015-12-08,2
2015-12-15,0
2015-12-16,2
2015-12-17,2
2015-12-18,2
2015-12-28,0
2015-12-31,1
2016-01-04,1
2016-01-05,2
2016-01-06,1
2016-01-07,1
2016-01-10,2
2016-01-11,0
2016-01-13,1
2016-01-15,2
2016-01-19,2
2016-01-21,1
2016-01-22,2
2016-01-25,2
2016-01-26,0
2016-01-27,0
2016-01-28,1
2016-01-29,2
2016-02-01,1
2016-02-03,0
2016-02-04,2
2016-02-08,0
2016-02-09,1
2016-02-11,0
2016-02-12,1
2016-02-16,1
2016-02-17,0
2016-02-18,0
2016-02-19,2
2016-02-22,1
2016-02-23,1
2016-02-24,0
2016-02-26,1
2016-02-29,2
2016-03-01,2
2016-03-02,0
2016-03-03,1
2016-03-04,1
2016-03-07,1
2016-03-09,1
2016-03-11,1
2016-03-14,0
2016-03-15,1
2016-03-16,2
2016-03-17,2
2016-03-22,2
2016-03-23,2
2016-03-24,2
2016-03-28,2
2016-03-30,2
2016-03-31,0
2016-04-02,0
2016-04-04,1
2016-04-05,0
2016-04-06,2
2016-04-07,0
2016-04-11,2
2016-04-14,2
2016-04-19,1
2016-04-20,1
2016-04-21,0
2016-04-22,0
2016-04-25,0
2016-04-27,0
2016-04-28,2
2016-05-02,0
2016-05-05,0
2016-05-06,1
2016-05-09,0
2016-05-11,2
2016-05-16,0
2016-05-18,2
2016-05-19,1
2016-05-23,2
2016-05-26,0
2016-06-01,2
2016-06-02,2
2016-06-03,0
2016-06-06,2
2016-06-07,2
2016-06-08,0
2016-06-09,0
2016-06-13,0
2016-06-14,0
2016-06-15,0
2016-06-16,0
2016-06-17,0
2016-06-20,1
2016-06-21,0
2016-06-22,0
2016-06-23,0
2016-06-24,0
2016-06-27,2
2016-06-28,1
2016-07-05,1
2016-07-06,0
2016-07-07,0
2016-07-08,0
2016-07-13,0
2016-07-14,1
2016-07-15,0
2016-07-18,0
2016-07-20,1
2016-07-22,0
2016-07-25,0
2016-07-26,0
2016-07-27,1
2016-07-29,1
2016-08-01,1
2016-08-02,0
2016-08-04,2
2016-08-06,0
2016-08-08,0
2016-08-09,0
2016-08-10,2
2016-08-11,1
2016-08-12,2
2016-08-16,1
2016-08-17,0
2016-08-18,1
2016-08-19,0
2016-08-22,2
2016-08-24,0
2016-08-25,0
2016-08-26,1
2016-08-29,0
2016-08-30,1
2016-08-31,0
2016-09-01,0
2016-09-06,2
2016-09-07,0
2016-09-09,0
2016-09-14,2
2016-09-21,0
2016-09-22,1
2016-09-23,1
2016-09-26,0
2016-09-27,1
2016-10-04,0
2016-10-05,0
2016-10-07,1
2016-10-25,0
2016-10-31,2
2016-11-01,0
2016-11-04,2
2016-11-08,0
2016-11-09,1
2016-11-11,0
2016-11-14,1
2016-11-15,0
2016-11-16,0
2016-11-18,0
2016-11-21,0
2016-11-22,0
2016-11-28,0
2016-11-29,0
2016-11-30,0
2016-12-01,2
2016-12-02,2
2016-12-05,0
2016-12-06,0
2016-12-07,2
2016-12-09,2
2016-12-13,0
2016-12-14,2
2016-12-15,0
2016-12-16,2
2016-12-27,0
2016-12-28,2
2016-12-29,0
2016-12-30,1
2017-01-04,2
2017-01-05,0
2017-01-06,2
2017-01-10,0
2017-01-12,0
2017-01-13,0
2017-01-17,0
2017-01-18,2
2017-01-19,0
2017-01-20,0
2017-01-23,0
2017-01-25,2
2017-01-26,0
2017-01-30,1
2017-01-31,0
2017-02-01,1
2017-02-03,0
2017-02-06,1
2017-02-07,0
2017-02-13,0
2017-02-15,0
2017-02-16,0
2017-02-17,1
2017-02-19,1
2017-02-24,2
2017-03-05,0
2017-03-07,0
2017-03-08,1
2017-03-09,0
2017-03-10,1
2017-03-12,0
2017-03-15,2
2017-03-16,2
2017-03-22,0
2017-03-24,1
2017-03-25,0
2017-03-29,1
2017-03-30,0
2017-04-06,0
2017-04-07,0
2017-04-08,0
2017-04-12,1
2017-04-20,0
2017-04-24,2
2017-04-25,0
2017-05-02,1
2017-05-07,1
2017-05-08,2
2017-05-10,1
2017-05-11,2
2017-05-15,0
2017-05-17,1
2017-05-18,2
2017-05-25,1
2017-05-29,2
2017-06-06,0
2017-06-07,2
2017-06-12,2
2017-06-14,2
2017-06-15,0
2017-06-16,2
2017-06-26,1
2017-07-06,0
2017-07-12,1
2017-07-25,1
2017-07-31,1
2017-08-02,1
2017-08-06,2
2017-08-08,2
2017-08-11,1
2017-08-17,1
2017-08-22,0
2017-08-23,1
2017-08-25,1
2017-08-28,1
2017-08-30,0
2017-09-01,0
2017-09-03,0
2017-09-05,0
2017-09-06,1
2017-09-20,1
2017-09-25,2
2017-10-10,2
2017-10-12,1
2017-10-30,2
2017-11-01,2
2017-11-02,1
2017-11-07,0
2017-11-08,0
2017-11-10,1
2017-11-13,1
2017-11-15,2
2017-11-21,2
2017-11-24,0
2017-11-29,2
2017-12-01,1
2017-12-06,2
2017-12-07,2
2017-12-11,2
2017-12-21,1
2017-12-22,1
2018-01-22,0
2018-02-01,0
2018-02-05,0
2018-02-06,2
2018-02-07,0
2018-02-08,0
2018-02-09,0
2018-02-15,1
2018-02-19,2
2018-03-09,1
2018-03-13,1
2018-03-14,1
2018-03-21,1
2018-03-22,0
2018-03-27,1
2018-04-02,1
2018-04-04,0
2018-04-06,0
2018-04-09,0
2018-04-11,2
2018-05-07,0
2018-05-08,0
2018-05-15,0
2018-06-13,0
2018-06-26,0
2018-06-28,0
2018-07-02,0
2018-07-19,0
2018-07-31,0
2018-08-16,2
2018-08-21,1
2018-08-22,0
2018-09-07,0
2018-10-11,0
2018-11-28,0
2018-11-29,0
2018-12-03,0
2018-12-13,2
2018-12-19,2
2018-12-20,2
2018-12-27,0
2019-01-02,1
2019-01-04,2
2019-01-10,0
2019-01-14,2
2019-01-24,0
2019-01-30,2
2019-02-02,0
2019-03-04,0
2019-04-11,1
2019-04-17,1
2019-04-18,2
2019-05-08,2
2019-05-28,1
2019-06-03,2
2019-06-07,2
2019-06-19,0
2019-06-20,2
2019-06-21,1
2019-06-25,0
2019-07-11,2
2019-07-22,1
2019-07-25,2
2019-07-30,0
2019-07-31,0
2019-08-01,1
2019-08-05,0
2019-08-07,1
2019-08-08,0
2019-08-13,1
2019-08-15,1
2019-08-27,2
2019-08-29,1
2019-09-26,1
2019-10-01,1
2019-10-08,1
2019-10-11,1
2019-10-21,2
2019-10-29,1
2019-11-06,1
2019-11-15,0
2019-11-20,0
2019-12-16,2
2019-12-20,2
2020-01-08,0
2020-01-14,2
2020-02-14,2
2020-02-20,0
2020-02-26,2
2020-03-04,1
2020-03-05,2
2020-03-09,1
2020-03-11,2
2020-03-13,2
2020-03-19,0
2020-03-24,2
2020-03-26,0
2020-03-27,1
2020-04-01,1
2020-04-02,1
2020-04-07,0
2020-04-08,1
2020-04-14,0
2020-04-16,2
2020-04-22,2
2020-04-26,1
2020-04-30,2
2020-05-05,2
2020-05-16,1
2020-05-18,0
2020-06-03,1
2020-06-05,1
2020-06-12,2
2020-06-14,1
2020-06-17,1
2020-06-21,2
2020-06-28,0
2020-07-01,1
2020-07-02,1
2020-07-05,1
2020-07-08,2
2020-07-12,2
2020-07-13,1
2020-07-19,0
2020-07-26,2
2020-07-28,2
2020-08-01,0
2020-08-02,0
2020-08-03,1
2020-08-05,1
2020-08-09,1
2020-08-16,0
2020-08-17,2
2020-08-23,2
2020-08-24,1
2020-08-30,1
2020-09-07,0
2020-09-14,1
2020-09-27,2
2020-10-04,2
2020-10-11,1
2020-10-14,2
2020-10-15,1
2020-10-26,1
2020-10-31,2
2020-11-04,2
2020-11-05,1
2020-11-06,2
2020-11-09,1
2020-11-23,1
2020-11-27,0
2020-11-30,1
2020-12-07,1
2020-12-08,1
2020-12-16,2
2021-01-04,0
2021-01-06,1
2021-01-08,1
2021-01-10,2
2021-01-20,1
2021-02-14,2
2021-02-26,1
2021-03-12,1
2021-03-27,1
2021-04-06,1
2021-04-29,1
2021-05-03,1
2021-05-11,1
2021-06-16,1
2021-06-29,0
2021-07-01,1
2021-07-07,1
2021-07-15,0
2021-07-20,1
2021-07-29,1
2021-07-30,0
2021-08-09,0
2021-08-10,2
2021-08-16,2
2021-09-27,2
2021-09-28,2
2021-09-30,2
2021-10-11,2
2021-11-26,1
2022-01-21,1
2022-01-25,0
2022-02-11,1
2022-02-14,0
2022-02-24,2
2022-02-25,0
2022-03-07,0
2022-03-15,2
2022-03-28,2
2022-04-27,2
2022-06-29,2
2022-07-13,0
2022-08-09,1
2022-08-11,2
2022-08-15,2
2022-09-26,0
2022-09-29,0
2022-10-05,2
2022-10-10,0
2022-11-07,1
2022-12-29,0
2023-01-03,2
2023-01-04,1
2023-01-30,1
2023-02-01,1
2023-02-13,2
2023-02-15,0
2023-03-13,1
2023-03-14,0
2023-03-17,0
2023-03-21,2
2023-03-22,0
2023-03-23,1
2023-03-24,0
2023-03-27,2
2023-03-28,1
2023-03-29,0
2023-03-30,0
2023-03-31,2
2023-04-03,0
2023-04-04,0
