created,sentiment
2021-10-22,0
2021-10-25,0
2021-10-26,0
2021-10-27,0
2021-10-28,0
2021-10-29,0
2021-11-01,0
2021-11-02,0
2021-11-03,0
2021-11-04,0
2021-11-05,0
2021-11-08,0
2021-11-09,0
2021-11-10,0
2021-11-11,0
2021-11-12,0
2021-11-15,0
2021-11-16,0
2021-11-17,0
2021-11-18,0
2021-11-19,0
2021-11-22,0
2021-11-23,0
2021-11-29,0
2021-12-01,0
2021-12-02,0
2021-12-06,0
2021-12-07,0
2021-12-08,0
2021-12-09,0
2021-12-10,0
2021-12-14,0
2021-12-16,0
2021-12-17,2
2021-12-22,0
2021-12-29,0
2022-01-03,0
2022-01-04,0
2022-01-05,0
2022-01-06,0
2022-01-07,0
2022-01-12,2
2022-01-31,0
2022-02-03,0
2022-02-10,0
2022-02-11,1
2022-02-15,0
2022-02-17,1
2022-03-23,1
2022-04-13,1
2022-05-11,2
2022-05-12,0
2022-06-14,2
2022-06-15,0
2022-09-12,0
2022-10-12,0
2022-10-14,1
2022-11-18,1
2023-01-19,2
2023-02-07,1
2023-03-20,1
2023-04-06,2
2023-04-21,1
2023-04-25,0
2023-04-29,1
2023-05-12,1
2023-05-23,1
2023-05-26,2
2023-06-01,0
2023-06-28,1
2023-06-29,0
2023-07-05,1
2023-07-06,0
2023-07-07,2
2023-07-12,2
2023-07-19,1
2023-08-14,0
