created,sentiment
2015-02-07,1
2015-02-23,1
2015-03-03,0
2015-03-13,2
2015-03-16,1
2015-03-19,1
2015-03-20,1
2015-04-14,1
2015-04-20,2
2015-06-25,2
2015-07-20,1
2015-07-21,2
2015-08-02,1
2015-09-16,1
2015-10-19,1
2015-11-04,1
2015-11-09,0
2015-11-24,1
2015-12-07,0
2015-12-14,1
2016-01-14,1
2016-01-22,1
2016-01-25,1
2016-02-16,0
2016-02-23,2
2016-03-11,1
2016-03-16,1
2016-03-21,1
2016-03-23,0
2016-03-26,2
2016-04-05,1
2016-04-08,1
2016-04-20,1
2016-06-06,0
2016-06-08,1
2016-06-15,2
2016-07-12,2
2016-07-18,1
2016-07-19,1
2016-07-20,1
2016-07-21,0
2016-07-26,2
2016-07-27,2
2016-08-22,2
2016-08-24,2
2016-09-07,0
2016-09-15,0
2016-09-20,0
2016-09-21,0
2016-09-22,2
2016-09-27,0
2016-09-30,0
2016-10-19,0
2016-10-20,1
2016-10-21,0
2016-10-24,0
2016-10-28,1
2016-11-04,2
2016-11-14,1
2016-11-27,0
2016-12-02,2
2016-12-06,0
2016-12-12,0
2017-01-12,0
2017-01-18,0
2017-01-19,1
2017-01-24,0
2017-01-25,0
2017-02-02,2
2017-02-15,1
2017-02-16,0
2017-03-17,0
2017-04-11,1
2017-04-19,1
2017-04-20,0
2017-04-26,0
2017-05-23,0
2017-05-24,0
2017-05-25,1
2017-05-26,1
2017-05-31,0
2017-06-19,1
2017-06-20,1
2017-06-23,0
2017-06-28,1
2017-07-11,0
2017-07-18,2
2017-07-19,0
2017-07-26,0
2017-07-27,1
2017-09-05,2
2017-09-12,1
2017-09-15,0
2017-09-27,2
2017-09-28,1
2017-10-02,1
2017-10-13,2
2017-10-17,1
2017-10-18,1
2017-10-19,0
2017-10-20,0
2017-10-31,0
2017-11-24,0
2018-01-11,1
2018-01-22,1
2018-02-12,2
2018-02-14,1
2018-02-16,0
2018-02-20,1
2018-03-01,0
2018-03-02,1
2018-03-09,1
2018-03-20,1
2018-04-18,1
2018-06-14,2
2018-06-19,1
2018-07-23,1
2018-07-24,1
2018-08-27,1
2018-10-11,2
2018-10-15,1
2018-10-17,0
2018-10-18,0
2018-11-27,1
2018-12-03,0
2019-01-22,2
2019-01-28,0
2019-04-11,0
2019-04-22,2
2019-05-17,0
2019-05-30,2
2019-05-31,1
2019-06-04,2
2019-06-18,0
2019-06-19,2
2019-07-22,2
2019-07-23,1
2019-07-26,0
2019-08-26,1
2019-09-04,1
2019-09-06,2
2019-09-07,0
2019-09-16,1
2019-09-18,0
2019-09-19,2
2019-10-10,0
2019-10-16,1
2019-11-09,0
2019-12-09,1
2019-12-20,1
2020-01-21,2
2020-01-22,0
2020-03-06,0
2020-03-12,0
2020-03-16,0
2020-03-18,1
2020-04-20,0
2020-04-21,0
2020-07-06,1
2020-07-20,0
2020-08-11,1
2020-10-19,1
2020-11-16,0
2020-11-24,0
2020-12-09,0
2020-12-29,0
2021-01-06,1
2021-01-07,1
2021-01-08,0
2021-01-25,1
2021-02-03,0
2021-02-22,1
2021-03-05,0
2021-03-08,0
2021-03-31,0
2021-04-07,1
2021-04-09,0
2021-04-12,1
2021-04-16,0
2021-04-19,0
2021-04-20,1
2021-04-28,0
2021-05-25,0
2021-06-16,1
2021-07-07,1
2021-07-16,0
2021-07-19,1
2021-07-29,0
2021-08-09,1
2021-08-24,0
2021-09-01,1
2021-09-02,0
2021-09-10,1
2021-09-15,0
2021-09-24,0
2021-10-15,1
2021-10-18,0
2021-10-19,1
2021-11-24,0
2022-01-05,1
2022-01-11,0
2022-01-19,1
2022-01-24,1
2022-03-22,1
2022-04-20,0
2022-04-21,1
2022-04-22,1
2022-05-02,0
2022-05-05,1
2022-05-06,1
2022-05-31,1
2022-07-15,0
2022-07-20,1
2022-09-15,0
2022-10-06,1
2022-10-18,1
2022-10-19,1
2022-10-21,1
2022-10-24,0
2022-10-26,1
2022-11-11,1
2022-12-06,0
2023-01-13,1
2023-01-24,2
2023-01-25,0
2023-01-27,2
2023-02-07,1
2023-03-15,1
2023-04-05,1
2023-04-19,1
2023-04-20,1
2023-05-15,1
2023-05-23,0
