created,sentiment
2020-10-22,1
2020-11-20,1
2020-12-09,0
2020-12-22,1
2020-12-23,1
2021-01-07,1
2021-01-08,1
2021-01-28,1
2021-02-03,0
2021-02-22,0
2021-02-23,0
2021-02-24,0
2021-03-08,0
2021-03-09,0
2021-03-12,1
2021-03-19,1
2021-03-29,1
2021-03-30,1
2021-03-31,1
2021-04-07,1
2021-04-09,1
2021-04-12,0
2021-04-20,0
2021-04-21,0
2021-04-22,0
2021-04-23,0
2021-04-28,0
2021-05-02,0
2021-05-18,0
2021-05-20,2
2021-05-25,1
2021-05-28,0
2021-06-14,2
2021-06-16,2
2021-07-01,1
2021-07-02,1
2021-07-12,0
2021-07-15,0
2021-07-21,1
2021-07-22,0
2021-07-29,1
2021-08-06,1
2021-08-10,1
2021-08-11,1
2021-08-23,0
2021-08-24,0
2021-08-25,1
2021-09-07,0
2021-09-20,1
2021-09-23,0
2021-09-24,1
2021-10-06,0
2021-10-12,0
2021-10-19,1
2021-10-20,2
2021-10-21,1
2021-10-29,0
2021-11-17,1
2021-12-13,0
2021-12-15,0
2021-12-30,1
2022-01-03,1
2022-01-05,1
2022-01-11,1
2022-01-26,0
2022-01-27,1
2022-01-31,1
2022-02-01,0
2022-02-10,0
2022-02-11,1
2022-02-22,1
2022-02-25,1
2022-03-01,0
2022-03-02,0
2022-03-10,1
2022-03-19,0
2022-03-23,1
2022-03-29,0
2022-04-01,1
2022-04-20,0
2022-04-21,1
2022-04-22,0
2022-05-02,0
2022-05-06,1
2022-05-09,0
2022-05-11,1
2022-06-02,0
2022-06-03,0
2022-06-09,2
2022-06-14,2
2022-06-15,0
2022-06-27,1
2022-07-01,0
2022-07-06,0
2022-07-07,1
2022-07-14,2
2022-07-15,0
2022-07-20,0
2022-07-21,1
2022-07-22,0
2022-07-27,1
2022-08-03,1
2022-08-10,0
2022-08-18,0
2022-08-24,0
2022-08-31,1
2022-09-14,1
2022-09-15,0
2022-09-16,0
2022-09-20,0
2022-09-21,0
2022-09-24,0
2022-10-04,1
2022-10-06,0
2022-10-07,0
2022-10-20,1
2022-10-28,1
2022-11-09,1
2022-11-10,0
2022-11-15,0
2022-11-16,1
2022-12-06,1
2022-12-07,2
2022-12-12,2
2022-12-15,1
2022-12-20,0
2022-12-22,1
2023-01-11,1
2023-01-13,0
2023-01-26,1
2023-01-27,1
2023-02-01,1
2023-02-07,0
2023-02-17,0
2023-03-01,1
2023-03-10,1
2023-03-17,2
2023-03-22,0
2023-04-13,1
2023-04-20,1
2023-05-10,0
2023-05-22,1
2023-05-23,1
2023-06-01,1
2023-06-07,1
2023-06-12,1
2023-06-16,2
